"n","k","c","r","Weight","Power","MCSE"
200,2,1,8,"Central",0.0518,0.0031342227106573
200,2,1,8,"Tail",0.0506,0.00309966578843591
200,2,1.5,1,"Uniform",0,0
200,2,1.5,1,"Central",0.0518,0.0031342227106573
200,2,1.5,1,"Tail",0.058,0.00330563155841664
200,2,1.5,2,"Uniform",0,0
200,2,1.5,2,"Central",0.0544,0.0032075111847038
200,2,1.5,2,"Tail",0.059,0.00333223648620562
200,2,1.5,3,"Uniform",0,0
200,2,1.5,3,"Central",0.0528,0.00316266216975509
200,2,1.5,3,"Tail",0.051,0.00311123769583746
200,2,1.5,5,"Uniform",0,0
200,2,1.5,5,"Central",0.0562,0.00325704037432759
200,2,1.5,5,"Tail",0.0406,0.00279111590586991
200,2,1.5,8,"Uniform",0,0
200,2,1.5,8,"Central",0.051,0.00311123769583746
200,2,1.5,8,"Tail",0.0518,0.0031342227106573
200,2,2,1,"Uniform",0,0
200,2,2,1,"Central",0.0512,0.0031170036894428
200,2,2,1,"Tail",0.0572,0.00328414859590732
200,2,2,2,"Uniform",0,0
200,2,2,2,"Central",0.055,0.0032241277890307
200,2,2,2,"Tail",0.057,0.00327874976172321
200,2,2,3,"Uniform",0,0
200,2,2,3,"Central",0.0594,0.00334280241713446
200,2,2,3,"Tail",0.0568,0.00327333957908433
200,2,2,5,"Uniform",0,0
200,2,2,5,"Central",0.0652,0.00349138826256834
200,2,2,5,"Tail",0.0476,0.00301112072159188
200,2,2,8,"Uniform",0,0
200,2,2,8,"Central",0.0594,0.00334280241713446
200,2,2,8,"Tail",0.055,0.0032241277890307
200,4,0.5,1,"Uniform",0,0
200,4,0.5,1,"Central",0.0472,0.00299907185642492
200,4,0.5,1,"Tail",0.0542,0.00320194815698193
200,4,0.5,2,"Uniform",0,0
200,4,0.5,2,"Central",0.0534,0.00317957355631223
200,4,0.5,2,"Tail",0.055,0.0032241277890307
200,4,0.5,3,"Uniform",0,0
200,4,0.5,3,"Central",0.0536,0.00318518570887162
200,4,0.5,3,"Tail",0.0512,0.0031170036894428
200,4,0.5,5,"Uniform",0,0
200,4,0.5,5,"Central",0.0478,0.00301712313305241
200,4,0.5,5,"Tail",0.047,0.00299302522541993
200,4,0.5,8,"Uniform",0,0
200,4,0.5,8,"Central",0.0536,0.00318518570887162
200,4,0.5,8,"Tail",0.0544,0.0032075111847038
200,4,1,1,"Uniform",0,0
200,4,1,1,"Central",0.0504,0.00309385972532693
200,4,1,1,"Tail",0.0604,0.00336903072114221
200,4,1,2,"Uniform",0,0
200,4,1,2,"Central",0.0506,0.00309966578843591
200,4,1,2,"Tail",0.0488,0.00304691844328003
200,4,1,3,"Uniform",0,0
200,4,1,3,"Central",0.0524,0.00315132480077824
200,4,1,3,"Tail",0.056,0.00325158422926425
200,4,1,5,"Uniform",0,0
200,4,1,5,"Central",0.0476,0.00301112072159188
200,4,1,5,"Tail",0.046,0.00296256645495084
200,4,1,8,"Uniform",0,0
200,4,1,8,"Central",0.0488,0.00304691844328003
200,4,1,8,"Tail",0.0464,0.00297479545515318
200,4,1.5,1,"Uniform",0,0
200,4,1.5,1,"Central",0.0502,0.00308804015517933
200,4,1.5,1,"Tail",0.0562,0.00325704037432759
200,4,1.5,2,"Uniform",0,0
200,4,1.5,2,"Central",0.0538,0.00319078548323136
200,4,1.5,2,"Tail",0.048,0.00302311098043059
200,4,1.5,3,"Uniform",0,0
200,4,1.5,3,"Central",0.058,0.00330563155841664
200,4,1.5,3,"Tail",0.0604,0.00336903072114221
200,4,1.5,5,"Uniform",0,0
200,4,1.5,5,"Central",0.055,0.0032241277890307
200,4,1.5,5,"Tail",0.05,0.00308220700148449
200,4,1.5,8,"Uniform",0,0
200,4,1.5,8,"Central",0.0492,0.00305873699425106
200,4,1.5,8,"Tail",0.0534,0.00317957355631223
200,4,2,1,"Uniform",0,0
200,4,2,1,"Central",0.056,0.00325158422926425
200,4,2,1,"Tail",0.0604,0.00336903072114221
200,4,2,2,"Uniform",0,0
200,4,2,2,"Central",0.055,0.0032241277890307
200,4,2,2,"Tail",0.0572,0.00328414859590732
200,4,2,3,"Uniform",0,0
200,4,2,3,"Central",0.0586,0.00332162731202644
200,4,2,3,"Tail",0.0612,0.00338982477423244
200,4,2,5,"Uniform",0,0
200,4,2,5,"Central",0.0572,0.00328414859590732
200,4,2,5,"Tail",0.0544,0.0032075111847038
200,4,2,8,"Uniform",0,0
200,4,2,8,"Central",0.0592,0.0033375248313683
200,4,2,8,"Tail",0.0552,0.0032296427046966
200,8,0.5,1,"Uniform",0,0
200,8,0.5,1,"Central",0.0542,0.00320194815698193
200,8,0.5,1,"Tail",0.0524,0.00315132480077824
200,8,0.5,2,"Uniform",0,0
200,8,0.5,2,"Central",0.0536,0.00318518570887162
200,8,0.5,2,"Tail",0.056,0.00325158422926425
200,8,0.5,3,"Uniform",0,0
200,8,0.5,3,"Central",0.0534,0.00317957355631223
200,8,0.5,3,"Tail",0.0538,0.00319078548323136
200,8,0.5,5,"Uniform",0,0
200,8,0.5,5,"Central",0.0476,0.00301112072159188
200,8,0.5,5,"Tail",0.0464,0.00297479545515318
200,8,0.5,8,"Uniform",0,0
200,8,0.5,8,"Central",0.0518,0.0031342227106573
200,8,0.5,8,"Tail",0.0446,0.00291927525252416
200,8,1,1,"Uniform",0,0
200,8,1,1,"Central",0.0564,0.00326248494249399
200,8,1,1,"Tail",0.0568,0.00327333957908433
200,8,1,2,"Uniform",0,0
200,8,1,2,"Central",0.0484,0.00303504332753257
200,8,1,2,"Tail",0.0522,0.00314563697841947
200,8,1,3,"Uniform",0,0
200,8,1,3,"Central",0.0552,0.0032296427046966
200,8,1,3,"Tail",0.0574,0.0032895361375124
200,8,1,5,"Uniform",0,0
200,8,1,5,"Central",0.051,0.00311123769583746
200,8,1,5,"Tail",0.0438,0.00289418589589542
200,8,1,8,"Uniform",0,0
200,8,1,8,"Central",0.0508,0.00310545842026584
200,8,1,8,"Tail",0.0472,0.00299907185642492
200,8,1.5,1,"Uniform",0,0
200,8,1.5,1,"Central",0.0452,0.00293792307591605
200,8,1.5,1,"Tail",0.0534,0.00317957355631223
200,8,1.5,2,"Uniform",0,0
200,8,1.5,2,"Central",0.0538,0.00319078548323136
200,8,1.5,2,"Tail",0.0516,0.00312849612433834
200,8,1.5,3,"Uniform",0,0
200,8,1.5,3,"Central",0.053,0.00316831185333767
200,8,1.5,3,"Tail",0.058,0.00330563155841664
200,8,1.5,5,"Uniform",0,0
200,8,1.5,5,"Central",0.051,0.00311123769583746
200,8,1.5,5,"Tail",0.0452,0.00293792307591605
200,8,1.5,8,"Uniform",0,0
200,8,1.5,8,"Central",0.0508,0.00310545842026584
200,8,1.5,8,"Tail",0.0528,0.00316266216975509
200,8,2,1,"Uniform",0,0
200,8,2,1,"Central",0.0554,0.00323514574633045
200,8,2,1,"Tail",0.058,0.00330563155841664
200,8,2,2,"Uniform",0,0
200,8,2,2,"Central",0.0528,0.00316266216975509
200,8,2,2,"Tail",0.054,0.00319637294444813
200,8,2,3,"Uniform",0,0
200,8,2,3,"Central",0.0524,0.00315132480077824
200,8,2,3,"Tail",0.055,0.0032241277890307
200,8,2,5,"Uniform",0,0
200,8,2,5,"Central",0.0546,0.00321306209090332
200,8,2,5,"Tail",0.049,0.00305283474822991
200,8,2,8,"Uniform",0,0
200,8,2,8,"Central",0.0548,0.00321860093829602
200,8,2,8,"Tail",0.0502,0.00308804015517933
500,1,0.5,1,"Uniform",0,0
500,1,0.5,1,"Central",0.043,0.00286883251515316
500,1,0.5,1,"Tail",0.0518,0.0031342227106573
500,1,0.5,2,"Uniform",0,0
500,1,0.5,2,"Central",0.044,0.00290048271844533
500,1,0.5,2,"Tail",0.05,0.00308220700148449
500,1,0.5,3,"Uniform",0,0
500,1,0.5,3,"Central",0.046,0.00296256645495084
500,1,0.5,3,"Tail",0.047,0.00299302522541993
500,1,0.5,5,"Uniform",0,0
500,1,0.5,5,"Central",0.0498,0.00307636018697421
500,1,0.5,5,"Tail",0.0472,0.00299907185642492
500,1,0.5,8,"Uniform",0,0
500,1,0.5,8,"Central",0.0504,0.00309385972532693
500,1,0.5,8,"Tail",0.044,0.00290048271844533
500,1,1,1,"Uniform",0,0
500,1,1,1,"Central",0.0468,0.00298696367570816
500,1,1,1,"Tail",0.0466,0.00298088711627931
500,1,1,2,"Uniform",0,0
500,1,1,2,"Central",0.0508,0.00310545842026584
500,1,1,2,"Tail",0.0484,0.00303504332753257
500,1,1,3,"Uniform",0,0
500,1,1,3,"Central",0.0464,0.00297479545515318
500,1,1,3,"Tail",0.0494,0.0030646252625729
500,1,1,5,"Uniform",0,0
500,1,1,5,"Central",0.0492,0.00305873699425106
500,1,1,5,"Tail",0.0434,0.00288154264240528
500,1,1,8,"Uniform",0,0
500,1,1,8,"Central",0.053,0.00316831185333767
500,1,1,8,"Tail",0.0474,0.00300510365877785
500,1,1.5,1,"Uniform",0,0
500,1,1.5,1,"Central",0.046,0.00296256645495084
500,1,1.5,1,"Tail",0.0522,0.00314563697841947
500,1,1.5,2,"Uniform",0,0
500,1,1.5,2,"Central",0.0466,0.00298088711627931
500,1,1.5,2,"Tail",0.0452,0.00293792307591605
500,1,1.5,3,"Uniform",0,0
500,1,1.5,3,"Central",0.0466,0.00298088711627931
500,1,1.5,3,"Tail",0.0468,0.00298696367570816
500,1,1.5,5,"Uniform",0,0
500,1,1.5,5,"Central",0.0532,0.00317394895989208
500,1,1.5,5,"Tail",0.0474,0.00300510365877785
500,1,1.5,8,"Uniform",0,0
500,1,1.5,8,"Central",0.0506,0.00309966578843591
500,1,1.5,8,"Tail",0.0442,0.00290676314824583
500,1,2,1,"Uniform",0,0
500,1,2,1,"Central",0.0444,0.00291302729132427
500,1,2,1,"Tail",0.051,0.00311123769583746
500,1,2,2,"Uniform",0,0
500,1,2,2,"Central",0.0526,0.00315699984162179
500,1,2,2,"Tail",0.0506,0.00309966578843591
500,1,2,3,"Uniform",0,0
500,1,2,3,"Central",0.0398,0.00276463234445378
500,1,2,3,"Tail",0.0472,0.00299907185642492
500,1,2,5,"Uniform",0,0
500,1,2,5,"Central",0.0544,0.0032075111847038
500,1,2,5,"Tail",0.0416,0.00282380735886852
500,1,2,8,"Uniform",0,0
500,1,2,8,"Central",0.0548,0.00321860093829602
500,1,2,8,"Tail",0.0398,0.00276463234445378
500,2,0.5,1,"Uniform",0,0
500,2,0.5,1,"Central",0.0464,0.00297479545515318
500,2,0.5,1,"Tail",0.0468,0.00298696367570816
500,2,0.5,2,"Uniform",0,0
500,2,0.5,2,"Central",0.053,0.00316831185333767
500,2,0.5,2,"Tail",0.0522,0.00314563697841947
500,2,0.5,3,"Uniform",0,0
500,2,0.5,3,"Central",0.0472,0.00299907185642492
500,2,0.5,3,"Tail",0.0512,0.0031170036894428
500,2,0.5,5,"Uniform",0,0
500,2,0.5,5,"Central",0.0534,0.00317957355631223
500,2,0.5,5,"Tail",0.0428,0.00286245209566903
500,2,0.5,8,"Uniform",0,0
500,2,0.5,8,"Central",0.054,0.00319637294444813
500,2,0.5,8,"Tail",0.0448,0.00292550713552369
500,2,1,1,"Uniform",0,0
500,2,1,1,"Central",0.045,0.00293172304285381
500,2,1,1,"Tail",0.0536,0.00318518570887162
500,2,1,2,"Uniform",0,0
500,2,1,2,"Central",0.0526,0.00315699984162179
500,2,1,2,"Tail",0.0494,0.0030646252625729
500,2,1,3,"Uniform",0,0
500,2,1,3,"Central",0.0434,0.00288154264240528
500,2,1,3,"Tail",0.0506,0.00309966578843591
500,2,1,5,"Uniform",0,0
500,2,1,5,"Central",0.054,0.00319637294444813
500,2,1,5,"Tail",0.0472,0.00299907185642492
500,2,1,8,"Uniform",0,0
500,2,1,8,"Central",0.0562,0.00325704037432759
500,2,1,8,"Tail",0.0424,0.00284963997726029
500,2,1.5,1,"Uniform",0,0
500,2,1.5,1,"Central",0.0466,0.00298088711627931
500,2,1.5,1,"Tail",0.0486,0.0030409879973456
500,2,1.5,2,"Uniform",0,0
500,2,1.5,2,"Central",0.0514,0.00312275647465504
500,2,1.5,2,"Tail",0.045,0.00293172304285381
500,2,1.5,3,"Uniform",0,0
500,2,1.5,3,"Central",0.0444,0.00291302729132427
500,2,1.5,3,"Tail",0.0522,0.00314563697841947
500,2,1.5,5,"Uniform",0,0
500,2,1.5,5,"Central",0.0512,0.0031170036894428
500,2,1.5,5,"Tail",0.0474,0.00300510365877785
500,2,1.5,8,"Uniform",0,0
500,2,1.5,8,"Central",0.0564,0.00326248494249399
500,2,1.5,8,"Tail",0.045,0.00293172304285381
500,2,2,1,"Uniform",0,0
500,2,2,1,"Central",0.042,0.00283675871374356
500,2,2,1,"Tail",0.0556,0.00324063697442339
500,2,2,2,"Uniform",0,0
500,2,2,2,"Central",0.0534,0.00317957355631223
500,2,2,2,"Tail",0.0526,0.00315699984162179
500,2,2,3,"Uniform",0,0
500,2,2,3,"Central",0.0452,0.00293792307591605
500,2,2,3,"Tail",0.0516,0.00312849612433834
500,2,2,5,"Uniform",0,0
500,2,2,5,"Central",0.0564,0.00326248494249399
500,2,2,5,"Tail",0.0468,0.00298696367570816
500,2,2,8,"Uniform",0,0
500,2,2,8,"Central",0.0576,0.00329491244193226
500,2,2,8,"Tail",0.0418,0.00283029185774188
500,4,0.5,1,"Uniform",0,0
500,4,0.5,1,"Central",0.049,0.00305283474822991
500,4,0.5,1,"Tail",0.0498,0.00307636018697421
500,4,0.5,2,"Uniform",0,0
500,4,0.5,2,"Central",0.0474,0.00300510365877785
500,4,0.5,2,"Tail",0.0486,0.0030409879973456
500,4,0.5,3,"Uniform",0,0
500,4,0.5,3,"Central",0.0472,0.00299907185642492
500,4,0.5,3,"Tail",0.0522,0.00314563697841947
500,4,0.5,5,"Uniform",0,0
500,4,0.5,5,"Central",0.0518,0.0031342227106573
500,4,0.5,5,"Tail",0.0462,0.00296868859936505
500,4,0.5,8,"Uniform",0,0
500,4,0.5,8,"Central",0.0542,0.00320194815698193
500,4,0.5,8,"Tail",0.042,0.00283675871374356
500,4,1,1,"Uniform",0,0
500,4,1,1,"Central",0.0416,0.00282380735886852
500,4,1,1,"Tail",0.0564,0.00326248494249399
500,4,1,2,"Uniform",0,0
500,4,1,2,"Central",0.0506,0.00309966578843591
500,4,1,2,"Tail",0.052,0.00313993630508646
500,4,1,3,"Uniform",0,0
500,4,1,3,"Central",0.042,0.00283675871374356
500,4,1,3,"Tail",0.0524,0.00315132480077824
500,4,1,5,"Uniform",0,0
500,4,1,5,"Central",0.0562,0.00325704037432759
500,4,1,5,"Tail",0.0484,0.00303504332753257
500,4,1,8,"Uniform",0,0
500,4,1,8,"Central",0.05,0.00308220700148449
500,4,1,8,"Tail",0.0464,0.00297479545515318
500,4,1.5,1,"Uniform",0,0
500,4,1.5,1,"Central",0.0426,0.00285605462132642
500,4,1.5,1,"Tail",0.0502,0.00308804015517933
500,4,1.5,2,"Uniform",0,0
500,4,1.5,2,"Central",0.0496,0.00307049963361014
500,4,1.5,2,"Tail",0.0468,0.00298696367570816
500,4,1.5,3,"Uniform",0,0
500,4,1.5,3,"Central",0.0452,0.00293792307591605
500,4,1.5,3,"Tail",0.0472,0.00299907185642492
500,4,1.5,5,"Uniform",0,0
500,4,1.5,5,"Central",0.0526,0.00315699984162179
500,4,1.5,5,"Tail",0.0454,0.00294410733499986
500,4,1.5,8,"Uniform",0,0
500,4,1.5,8,"Central",0.0482,0.00302908435009658
500,4,1.5,8,"Tail",0.0412,0.00281078494374792
500,4,2,1,"Uniform",0,0
500,4,2,1,"Central",0.0486,0.0030409879973456
500,4,2,1,"Tail",0.0534,0.00317957355631223
500,4,2,2,"Uniform",0,0
500,4,2,2,"Central",0.0516,0.00312849612433834
500,4,2,2,"Tail",0.0502,0.00308804015517933
500,4,2,3,"Uniform",0,0
500,4,2,3,"Central",0.0444,0.00291302729132427
500,4,2,3,"Tail",0.0498,0.00307636018697421
500,4,2,5,"Uniform",0,0
500,4,2,5,"Central",0.056,0.00325158422926425
500,4,2,5,"Tail",0.0504,0.00309385972532693
500,4,2,8,"Uniform",0,0
500,4,2,8,"Central",0.0518,0.0031342227106573
500,4,2,8,"Tail",0.0444,0.00291302729132427
500,8,0.5,1,"Uniform",0,0
500,8,0.5,1,"Central",0.0472,0.00299907185642492
500,8,0.5,1,"Tail",0.0538,0.00319078548323136
500,8,0.5,2,"Uniform",0,0
500,8,0.5,2,"Central",0.05,0.00308220700148449
500,8,0.5,2,"Tail",0.0554,0.00323514574633045
500,8,0.5,3,"Uniform",0,0
500,8,0.5,3,"Central",0.0442,0.00290676314824583
500,8,0.5,3,"Tail",0.0486,0.0030409879973456
500,8,0.5,5,"Uniform",0,0
500,8,0.5,5,"Central",0.0504,0.00309385972532693
500,8,0.5,5,"Tail",0.0446,0.00291927525252416
500,8,0.5,8,"Uniform",0,0
500,8,0.5,8,"Central",0.0538,0.00319078548323136
500,8,0.5,8,"Tail",0.0384,0.00271755183943195
500,8,1,1,"Uniform",0,0
500,8,1,1,"Central",0.0444,0.00291302729132427
500,8,1,1,"Tail",0.0548,0.00321860093829602
500,8,1,2,"Uniform",0,0
500,8,1,2,"Central",0.0496,0.00307049963361014
500,8,1,2,"Tail",0.0502,0.00308804015517933
500,8,1,3,"Uniform",0,0
500,8,1,3,"Central",0.0446,0.00291927525252416
500,8,1,3,"Tail",0.0446,0.00291927525252416
500,8,1,5,"Uniform",0,0
500,8,1,5,"Central",0.0576,0.00329491244193226
500,8,1,5,"Tail",0.0488,0.00304691844328003
500,8,1,8,"Uniform",0,0
500,8,1,8,"Central",0.0474,0.00300510365877785
500,8,1,8,"Tail",0.0446,0.00291927525252416
500,8,1.5,1,"Uniform",0,0
500,8,1.5,1,"Central",0.0448,0.00292550713552369
500,8,1.5,1,"Tail",0.0488,0.00304691844328003
500,8,1.5,2,"Uniform",0,0
500,8,1.5,2,"Central",0.0468,0.00298696367570816
500,8,1.5,2,"Tail",0.0472,0.00299907185642492
500,8,1.5,3,"Uniform",0,0
500,8,1.5,3,"Central",0.0434,0.00288154264240528
500,8,1.5,3,"Tail",0.0512,0.0031170036894428
500,8,1.5,5,"Uniform",0,0
500,8,1.5,5,"Central",0.0522,0.00314563697841947
500,8,1.5,5,"Tail",0.0442,0.00290676314824583
500,8,1.5,8,"Uniform",0,0
500,8,1.5,8,"Central",0.0526,0.00315699984162179
500,8,1.5,8,"Tail",0.0426,0.00285605462132642
500,8,2,1,"Uniform",0,0
500,8,2,1,"Central",0.045,0.00293172304285381
500,8,2,1,"Tail",0.0564,0.00326248494249399
500,8,2,2,"Uniform",0,0
500,8,2,2,"Central",0.0526,0.00315699984162179
500,8,2,2,"Tail",0.0484,0.00303504332753257
500,8,2,3,"Uniform",0,0
500,8,2,3,"Central",0.0462,0.00296868859936505
500,8,2,3,"Tail",0.0498,0.00307636018697421
500,8,2,5,"Uniform",0,0
500,8,2,5,"Central",0.057,0.00327874976172321
500,8,2,5,"Tail",0.0474,0.00300510365877785
500,8,2,8,"Uniform",0,0
500,8,2,8,"Central",0.0542,0.00320194815698193
500,8,2,8,"Tail",0.0402,0.00277791144567281
1000,1,0.5,1,"Uniform",0,0
1000,1,0.5,1,"Central",0.0554,0.00323514574633045
1000,1,0.5,1,"Tail",0.045,0.00293172304285381
1000,1,0.5,2,"Uniform",0,0
1000,1,0.5,2,"Central",0.0454,0.00294410733499986
1000,1,0.5,2,"Tail",0.048,0.00302311098043059
1000,1,0.5,3,"Uniform",0,0
1000,1,0.5,3,"Central",0.05,0.00308220700148449
1000,1,0.5,3,"Tail",0.0452,0.00293792307591605
1000,1,0.5,5,"Uniform",0,0
1000,1,0.5,5,"Central",0.046,0.00296256645495084
1000,1,0.5,5,"Tail",0.0472,0.00299907185642492
1000,1,0.5,8,"Uniform",0,0
1000,1,0.5,8,"Central",0.048,0.00302311098043059
1000,1,0.5,8,"Tail",0.0536,0.00318518570887162
1000,1,1,1,"Uniform",0,0
1000,1,1,1,"Central",0.0592,0.0033375248313683
1000,1,1,1,"Tail",0.047,0.00299302522541993
1000,1,1,2,"Uniform",0,0
1000,1,1,2,"Central",0.047,0.00299302522541993
1000,1,1,2,"Tail",0.0432,0.00287519599331941
1000,1,1,3,"Uniform",0,0
1000,1,1,3,"Central",0.0476,0.00301112072159188
1000,1,1,3,"Tail",0.051,0.00311123769583746
1000,1,1,5,"Uniform",0,0
1000,1,1,5,"Central",0.0414,0.00281730509529941
1000,1,1,5,"Tail",0.0408,0.00279769047608916
1000,1,1,8,"Uniform",0,0
1000,1,1,8,"Central",0.0462,0.00296868859936505
1000,1,1,8,"Tail",0.0492,0.00305873699425106
1000,1,1.5,1,"Uniform",0,0
1000,1,1.5,1,"Central",0.0554,0.00323514574633045
1000,1,1.5,1,"Tail",0.0476,0.00301112072159188
1000,1,1.5,2,"Uniform",0,0
1000,1,1.5,2,"Central",0.0442,0.00290676314824583
1000,1,1.5,2,"Tail",0.0436,0.00288787257336608
1000,1,1.5,3,"Uniform",0,0
1000,1,1.5,3,"Central",0.0464,0.00297479545515318
1000,1,1.5,3,"Tail",0.053,0.00316831185333767
1000,1,1.5,5,"Uniform",0,0
1000,1,1.5,5,"Central",0.0434,0.00288154264240528
1000,1,1.5,5,"Tail",0.0578,0.00330027756408457
1000,1,1.5,8,"Uniform",0,0
1000,1,1.5,8,"Central",0.0456,0.00295027591929975
1000,1,1.5,8,"Tail",0.0514,0.00312275647465504
1000,1,2,1,"Uniform",0,0
1000,1,2,1,"Central",0.0574,0.0032895361375124
1000,1,2,1,"Tail",0.0454,0.00294410733499986
1000,1,2,2,"Uniform",0,0
1000,1,2,2,"Central",0.0478,0.00301712313305241
1000,1,2,2,"Tail",0.042,0.00283675871374356
1000,1,2,3,"Uniform",0,0
1000,1,2,3,"Central",0.053,0.00316831185333767
1000,1,2,3,"Tail",0.0514,0.00312275647465504
1000,1,2,5,"Uniform",0,0
1000,1,2,5,"Central",0.048,0.00302311098043059
1000,1,2,5,"Tail",0.0486,0.0030409879973456
1000,1,2,8,"Uniform",0,0
1000,1,2,8,"Central",0.045,0.00293172304285381
1000,1,2,8,"Tail",0.0498,0.00307636018697421
1000,2,0.5,1,"Uniform",0,0
1000,2,0.5,1,"Central",0.0568,0.00327333957908433
1000,2,0.5,1,"Tail",0.0458,0.00295642892693195
1000,2,0.5,2,"Uniform",0,0
1000,2,0.5,2,"Central",0.0434,0.00288154264240528
1000,2,0.5,2,"Tail",0.0476,0.00301112072159188
1000,2,0.5,3,"Uniform",0,0
1000,2,0.5,3,"Central",0.0458,0.00295642892693195
1000,2,0.5,3,"Tail",0.0496,0.00307049963361014
1000,2,0.5,5,"Uniform",0,0
1000,2,0.5,5,"Central",0.0438,0.00289418589589542
1000,2,0.5,5,"Tail",0.0546,0.00321306209090332
1000,2,0.5,8,"Uniform",0,0
1000,2,0.5,8,"Central",0.0504,0.00309385972532693
1000,2,0.5,8,"Tail",0.0506,0.00309966578843591
1000,2,1,1,"Uniform",0,0
1000,2,1,1,"Central",0.055,0.0032241277890307
1000,2,1,1,"Tail",0.0476,0.00301112072159188
1000,2,1,2,"Uniform",0,0
1000,2,1,2,"Central",0.0428,0.00286245209566903
1000,2,1,2,"Tail",0.0484,0.00303504332753257
1000,2,1,3,"Uniform",0,0
1000,2,1,3,"Central",0.045,0.00293172304285381
1000,2,1,3,"Tail",0.0528,0.00316266216975509
1000,2,1,5,"Uniform",0,0
1000,2,1,5,"Central",0.0452,0.00293792307591605
1000,2,1,5,"Tail",0.0566,0.00326791799162709
1000,2,1,8,"Uniform",0,0
1000,2,1,8,"Central",0.0528,0.00316266216975509
1000,2,1,8,"Tail",0.0538,0.00319078548323136
1000,2,1.5,1,"Uniform",0,0
1000,2,1.5,1,"Central",0.0558,0.00324611644892786
1000,2,1.5,1,"Tail",0.0438,0.00289418589589542
1000,2,1.5,2,"Uniform",0,0
1000,2,1.5,2,"Central",0.0464,0.00297479545515318
1000,2,1.5,2,"Tail",0.0464,0.00297479545515318
1000,2,1.5,3,"Uniform",0,0
1000,2,1.5,3,"Central",0.0524,0.00315132480077824
1000,2,1.5,3,"Tail",0.0468,0.00298696367570816
1000,2,1.5,5,"Uniform",0,0
1000,2,1.5,5,"Central",0.0426,0.00285605462132642
1000,2,1.5,5,"Tail",0.0668,0.00353094208392038
1000,2,1.5,8,"Uniform",0,0
1000,2,1.5,8,"Central",0.05,0.00308220700148449
1000,2,1.5,8,"Tail",0.0568,0.00327333957908433
1000,2,2,1,"Uniform",0,0
1000,2,2,1,"Central",0.0588,0.00332693733033852
1000,2,2,1,"Tail",0.0458,0.00295642892693195
1000,2,2,2,"Uniform",0,0
1000,2,2,2,"Central",0.044,0.00290048271844533
1000,2,2,2,"Tail",0.0436,0.00288787257336608
1000,2,2,3,"Uniform",0,0
1000,2,2,3,"Central",0.0498,0.00307636018697421
1000,2,2,3,"Tail",0.05,0.00308220700148449
1000,2,2,5,"Uniform",0,0
1000,2,2,5,"Central",0.0448,0.00292550713552369
1000,2,2,5,"Tail",0.05,0.00308220700148449
1000,2,2,8,"Uniform",0,0
1000,2,2,8,"Central",0.0508,0.00310545842026584
1000,2,2,8,"Tail",0.0514,0.00312275647465504
1000,4,0.5,1,"Uniform",0,0
1000,4,0.5,1,"Central",0.06,0.00335857112474933
1000,4,0.5,1,"Tail",0.0464,0.00297479545515318
1000,4,0.5,2,"Uniform",0,0
1000,4,0.5,2,"Central",0.0414,0.00281730509529941
1000,4,0.5,2,"Tail",0.046,0.00296256645495084
1000,4,0.5,3,"Uniform",0,0
1000,4,0.5,3,"Central",0.0476,0.00301112072159188
1000,4,0.5,3,"Tail",0.0492,0.00305873699425106
1000,4,0.5,5,"Uniform",0,0
1000,4,0.5,5,"Central",0.044,0.00290048271844533
1000,4,0.5,5,"Tail",0.0496,0.00307049963361014
1000,4,0.5,8,"Uniform",0,0
1000,4,0.5,8,"Central",0.0482,0.00302908435009658
1000,4,0.5,8,"Tail",0.0578,0.00330027756408457
1000,4,1,1,"Uniform",0,0
1000,4,1,1,"Central",0.0606,0.00337424480439698
1000,4,1,1,"Tail",0.0438,0.00289418589589542
1000,4,1,2,"Uniform",0,0
1000,4,1,2,"Central",0.0454,0.00294410733499986
1000,4,1,2,"Tail",0.046,0.00296256645495084
1000,4,1,3,"Uniform",0,0
1000,4,1,3,"Central",0.044,0.00290048271844533
1000,4,1,3,"Tail",0.0556,0.00324063697442339
1000,4,1,5,"Uniform",0,0
1000,4,1,5,"Central",0.0406,0.00279111590586991
1000,4,1,5,"Tail",0.057,0.00327874976172321
1000,4,1,8,"Uniform",0,0
1000,4,1,8,"Central",0.0498,0.00307636018697421
1000,4,1,8,"Tail",0.058,0.00330563155841664
1000,4,1.5,1,"Uniform",0,0
1000,4,1.5,1,"Central",0.051,0.00311123769583746
1000,4,1.5,1,"Tail",0.0398,0.00276463234445378
1000,4,1.5,2,"Uniform",0,0
1000,4,1.5,2,"Central",0.0452,0.00293792307591605
1000,4,1.5,2,"Tail",0.0478,0.00301712313305241
1000,4,1.5,3,"Uniform",0,0
1000,4,1.5,3,"Central",0.0416,0.00282380735886852
1000,4,1.5,3,"Tail",0.051,0.00311123769583746
1000,4,1.5,5,"Uniform",0,0
1000,4,1.5,5,"Central",0.0482,0.00302908435009658
1000,4,1.5,5,"Tail",0.0586,0.00332162731202644
1000,4,1.5,8,"Uniform",0,0
1000,4,1.5,8,"Central",0.0518,0.0031342227106573
1000,4,1.5,8,"Tail",0.061,0.00338464178311383
1000,4,2,1,"Uniform",0,0
1000,4,2,1,"Central",0.0606,0.00337424480439698
1000,4,2,1,"Tail",0.0478,0.00301712313305241
1000,4,2,2,"Uniform",0,0
1000,4,2,2,"Central",0.0474,0.00300510365877785
