"n","x0","eta","c","r","Weight","Power","MCSE"
100,0.75,0.1,1.5,3,"Localized",0.0308,0.00244341400503476
100,0.75,0.1,1.5,5,"Uniform",0,0
100,0.75,0.1,1.5,5,"Central",0.0508,0.00310545842026584
100,0.75,0.1,1.5,5,"Tail",0.0532,0.00317394895989208
100,0.75,0.1,1.5,5,"Localized",0.033,0.00252630164469724
100,0.75,0.1,1.5,8,"Uniform",0,0
100,0.75,0.1,1.5,8,"Central",0.0656,0.00350133231784702
100,0.75,0.1,1.5,8,"Tail",0.0444,0.00291302729132427
100,0.75,0.1,1.5,8,"Localized",0.0382,0.0027107474983849
100,0.75,0.1,2,1,"Uniform",0,0
100,0.75,0.1,2,1,"Central",0.0646,0.00347640158784914
100,0.75,0.1,2,1,"Tail",0.0586,0.00332162731202644
100,0.75,0.1,2,1,"Localized",0.0222,0.00208361032825238
100,0.75,0.1,2,2,"Uniform",0,0
100,0.75,0.1,2,2,"Central",0.0642,0.00346636293541227
100,0.75,0.1,2,2,"Tail",0.0536,0.00318518570887162
100,0.75,0.1,2,2,"Localized",0.0254,0.00222507707731665
100,0.75,0.1,2,3,"Uniform",0,0
100,0.75,0.1,2,3,"Central",0.0638,0.00345628586780665
100,0.75,0.1,2,3,"Tail",0.0444,0.00291302729132427
100,0.75,0.1,2,3,"Localized",0.0262,0.00225891832521674
100,0.75,0.1,2,5,"Uniform",0,0
100,0.75,0.1,2,5,"Central",0.0656,0.00350133231784702
100,0.75,0.1,2,5,"Tail",0.0474,0.00300510365877785
100,0.75,0.1,2,5,"Localized",0.0288,0.00236518751899294
100,0.75,0.1,2,8,"Uniform",0,0
100,0.75,0.1,2,8,"Central",0.0668,0.00353094208392038
100,0.75,0.1,2,8,"Tail",0.034,0.0025629670306112
100,0.75,0.1,2,8,"Localized",0.0348,0.00259187036712873
100,0.75,0.2,0.5,1,"Uniform",0,0
100,0.75,0.2,0.5,1,"Central",0.0564,0.00326248494249399
100,0.75,0.2,0.5,1,"Tail",0.0506,0.00309966578843591
100,0.75,0.2,0.5,1,"Localized",0.045,0.00293172304285381
100,0.75,0.2,0.5,2,"Uniform",0,0
100,0.75,0.2,0.5,2,"Central",0.057,0.00327874976172321
100,0.75,0.2,0.5,2,"Tail",0.0518,0.0031342227106573
100,0.75,0.2,0.5,2,"Localized",0.0406,0.00279111590586991
100,0.75,0.2,0.5,3,"Uniform",0,0
100,0.75,0.2,0.5,3,"Central",0.0522,0.00314563697841947
100,0.75,0.2,0.5,3,"Tail",0.0506,0.00309966578843591
100,0.75,0.2,0.5,3,"Localized",0.0452,0.00293792307591605
100,0.75,0.2,0.5,5,"Uniform",0,0
100,0.75,0.2,0.5,5,"Central",0.0484,0.00303504332753257
100,0.75,0.2,0.5,5,"Tail",0.0548,0.00321860093829602
100,0.75,0.2,0.5,5,"Localized",0.043,0.00286883251515316
100,0.75,0.2,0.5,8,"Uniform",0,0
100,0.75,0.2,0.5,8,"Central",0.0546,0.00321306209090332
100,0.75,0.2,0.5,8,"Tail",0.0496,0.00307049963361014
100,0.75,0.2,0.5,8,"Localized",0.0424,0.00284963997726029
100,0.75,0.2,1,1,"Uniform",0,0
100,0.75,0.2,1,1,"Central",0.0496,0.00307049963361014
100,0.75,0.2,1,1,"Tail",0.0582,0.003310974478911
100,0.75,0.2,1,1,"Localized",0.0372,0.00267642149146953
100,0.75,0.2,1,2,"Uniform",0,0
100,0.75,0.2,1,2,"Central",0.0462,0.00296868859936505
100,0.75,0.2,1,2,"Tail",0.0526,0.00315699984162179
100,0.75,0.2,1,2,"Localized",0.0384,0.00271755183943195
100,0.75,0.2,1,3,"Uniform",0,0
100,0.75,0.2,1,3,"Central",0.054,0.00319637294444813
100,0.75,0.2,1,3,"Tail",0.0536,0.00318518570887162
100,0.75,0.2,1,3,"Localized",0.0348,0.00259187036712873
100,0.75,0.2,1,5,"Uniform",0,0
100,0.75,0.2,1,5,"Central",0.0474,0.00300510365877785
100,0.75,0.2,1,5,"Tail",0.049,0.00305283474822991
100,0.75,0.2,1,5,"Localized",0.037,0.00266949433413896
100,0.75,0.2,1,8,"Uniform",0,0
100,0.75,0.2,1,8,"Central",0.0526,0.00315699984162179
100,0.75,0.2,1,8,"Tail",0.0446,0.00291927525252416
100,0.75,0.2,1,8,"Localized",0.044,0.00290048271844533
100,0.75,0.2,1.5,1,"Uniform",0,0
100,0.75,0.2,1.5,1,"Central",0.0558,0.00324611644892786
100,0.75,0.2,1.5,1,"Tail",0.0612,0.00338982477423244
100,0.75,0.2,1.5,1,"Localized",0.0304,0.00242799670510485
100,0.75,0.2,1.5,2,"Uniform",0,0
100,0.75,0.2,1.5,2,"Central",0.0518,0.0031342227106573
100,0.75,0.2,1.5,2,"Tail",0.06,0.00335857112474933
100,0.75,0.2,1.5,2,"Localized",0.0306,0.00243571919563812
100,0.75,0.2,1.5,3,"Uniform",0,0
100,0.75,0.2,1.5,3,"Central",0.0578,0.00330027756408457
100,0.75,0.2,1.5,3,"Tail",0.0524,0.00315132480077824
100,0.75,0.2,1.5,3,"Localized",0.0412,0.00281078494374792
100,0.75,0.2,1.5,5,"Uniform",0,0
100,0.75,0.2,1.5,5,"Central",0.0504,0.00309385972532693
100,0.75,0.2,1.5,5,"Tail",0.0478,0.00301712313305241
100,0.75,0.2,1.5,5,"Localized",0.0358,0.00262748396760094
100,0.75,0.2,1.5,8,"Uniform",0,0
100,0.75,0.2,1.5,8,"Central",0.0534,0.00317957355631223
100,0.75,0.2,1.5,8,"Tail",0.045,0.00293172304285381
100,0.75,0.2,1.5,8,"Localized",0.0408,0.00279769047608916
100,0.75,0.2,2,1,"Uniform",0,0
100,0.75,0.2,2,1,"Central",0.0554,0.00323514574633045
100,0.75,0.2,2,1,"Tail",0.0574,0.0032895361375124
100,0.75,0.2,2,1,"Localized",0.0226,0.00210186774084384
100,0.75,0.2,2,2,"Uniform",0,0
100,0.75,0.2,2,2,"Central",0.0504,0.00309385972532693
100,0.75,0.2,2,2,"Tail",0.0568,0.00327333957908433
100,0.75,0.2,2,2,"Localized",0.023,0.00211995282966391
100,0.75,0.2,2,3,"Uniform",0,0
100,0.75,0.2,2,3,"Central",0.0518,0.0031342227106573
100,0.75,0.2,2,3,"Tail",0.0514,0.00312275647465504
100,0.75,0.2,2,3,"Localized",0.0254,0.00222507707731665
100,0.75,0.2,2,5,"Uniform",0,0
100,0.75,0.2,2,5,"Central",0.0474,0.00300510365877785
100,0.75,0.2,2,5,"Tail",0.0562,0.00325704037432759
100,0.75,0.2,2,5,"Localized",0.0324,0.00250400638976821
100,0.75,0.2,2,8,"Uniform",0,0
100,0.75,0.2,2,8,"Central",0.0482,0.00302908435009658
100,0.75,0.2,2,8,"Tail",0.0448,0.00292550713552369
100,0.75,0.2,2,8,"Localized",0.0356,0.00262040607540129
200,0.25,0.05,0.5,1,"Uniform",0,0
200,0.25,0.05,0.5,1,"Central",0.0556,0.00324063697442339
200,0.25,0.05,0.5,1,"Tail",0.0592,0.0033375248313683
200,0.25,0.05,0.5,1,"Localized",0.0434,0.00288154264240528
200,0.25,0.05,0.5,2,"Uniform",0,0
200,0.25,0.05,0.5,2,"Central",0.0504,0.00309385972532693
200,0.25,0.05,0.5,2,"Tail",0.0504,0.00309385972532693
200,0.25,0.05,0.5,2,"Localized",0.0452,0.00293792307591605
200,0.25,0.05,0.5,3,"Uniform",0,0
200,0.25,0.05,0.5,3,"Central",0.054,0.00319637294444813
200,0.25,0.05,0.5,3,"Tail",0.0506,0.00309966578843591
200,0.25,0.05,0.5,3,"Localized",0.0438,0.00289418589589542
200,0.25,0.05,0.5,5,"Uniform",0,0
200,0.25,0.05,0.5,5,"Central",0.047,0.00299302522541993
200,0.25,0.05,0.5,5,"Tail",0.0478,0.00301712313305241
200,0.25,0.05,0.5,5,"Localized",0.035,0.00259903828367341
200,0.25,0.05,0.5,8,"Uniform",0,0
200,0.25,0.05,0.5,8,"Central",0.0454,0.00294410733499986
200,0.25,0.05,0.5,8,"Tail",0.0464,0.00297479545515318
200,0.25,0.05,0.5,8,"Localized",0.047,0.00299302522541993
200,0.25,0.05,1,1,"Uniform",0,0
200,0.25,0.05,1,1,"Central",0.0496,0.00307049963361014
200,0.25,0.05,1,1,"Tail",0.0586,0.00332162731202644
200,0.25,0.05,1,1,"Localized",0.0372,0.00267642149146953
200,0.25,0.05,1,2,"Uniform",0,0
200,0.25,0.05,1,2,"Central",0.054,0.00319637294444813
200,0.25,0.05,1,2,"Tail",0.054,0.00319637294444813
200,0.25,0.05,1,2,"Localized",0.0442,0.00290676314824583
200,0.25,0.05,1,3,"Uniform",0,0
200,0.25,0.05,1,3,"Central",0.0566,0.00326791799162709
200,0.25,0.05,1,3,"Tail",0.0534,0.00317957355631223
200,0.25,0.05,1,3,"Localized",0.0406,0.00279111590586991
200,0.25,0.05,1,5,"Uniform",0,0
200,0.25,0.05,1,5,"Central",0.0508,0.00310545842026584
200,0.25,0.05,1,5,"Tail",0.0442,0.00290676314824583
200,0.25,0.05,1,5,"Localized",0.0402,0.00277791144567281
200,0.25,0.05,1,8,"Uniform",0,0
200,0.25,0.05,1,8,"Central",0.049,0.00305283474822991
200,0.25,0.05,1,8,"Tail",0.051,0.00311123769583746
200,0.25,0.05,1,8,"Localized",0.0388,0.00273110087693589
200,0.25,0.05,1.5,1,"Uniform",0,0
200,0.25,0.05,1.5,1,"Central",0.0506,0.00309966578843591
200,0.25,0.05,1.5,1,"Tail",0.066,0.00351123909752668
200,0.25,0.05,1.5,1,"Localized",0.031,0.00245108139399735
200,0.25,0.05,1.5,2,"Uniform",0,0
200,0.25,0.05,1.5,2,"Central",0.0526,0.00315699984162179
200,0.25,0.05,1.5,2,"Tail",0.0614,0.00339499749631719
200,0.25,0.05,1.5,2,"Localized",0.029,0.00237314137800511
200,0.25,0.05,1.5,3,"Uniform",0,0
200,0.25,0.05,1.5,3,"Central",0.059,0.00333223648620562
200,0.25,0.05,1.5,3,"Tail",0.0502,0.00308804015517933
200,0.25,0.05,1.5,3,"Localized",0.0272,0.00230044169671826
200,0.25,0.05,1.5,5,"Uniform",0,0
200,0.25,0.05,1.5,5,"Central",0.0476,0.00301112072159188
200,0.25,0.05,1.5,5,"Tail",0.051,0.00311123769583746
200,0.25,0.05,1.5,5,"Localized",0.028,0.00233306665142683
200,0.25,0.05,1.5,8,"Uniform",0,0
200,0.25,0.05,1.5,8,"Central",0.0418,0.00283029185774188
200,0.25,0.05,1.5,8,"Tail",0.0502,0.00308804015517933
200,0.25,0.05,1.5,8,"Localized",0.0392,0.0027445713690848
200,0.25,0.05,2,1,"Uniform",0,0
200,0.25,0.05,2,1,"Central",0.0486,0.0030409879973456
200,0.25,0.05,2,1,"Tail",0.0642,0.00346636293541227
200,0.25,0.05,2,1,"Localized",0.0316,0.00247392158323581
200,0.25,0.05,2,2,"Uniform",0,0
200,0.25,0.05,2,2,"Central",0.0574,0.0032895361375124
200,0.25,0.05,2,2,"Tail",0.053,0.00316831185333767
200,0.25,0.05,2,2,"Localized",0.0286,0.0023572034277932
200,0.25,0.05,2,3,"Uniform",0,0
200,0.25,0.05,2,3,"Central",0.0576,0.00329491244193226
200,0.25,0.05,2,3,"Tail",0.0624,0.00342070869850094
200,0.25,0.05,2,3,"Localized",0.0282,0.00234114331043616
200,0.25,0.05,2,5,"Uniform",0,0
200,0.25,0.05,2,5,"Central",0.0522,0.00314563697841947
200,0.25,0.05,2,5,"Tail",0.048,0.00302311098043059
200,0.25,0.05,2,5,"Localized",0.029,0.00237314137800511
200,0.25,0.05,2,8,"Uniform",0,0
200,0.25,0.05,2,8,"Central",0.0516,0.00312849612433834
200,0.25,0.05,2,8,"Tail",0.0528,0.00316266216975509
200,0.25,0.05,2,8,"Localized",0.0366,0.00265557677350891
200,0.25,0.1,0.5,1,"Uniform",0,0
200,0.25,0.1,0.5,1,"Central",0.0556,0.00324063697442339
200,0.25,0.1,0.5,1,"Tail",0.0614,0.00339499749631719
200,0.25,0.1,0.5,1,"Localized",0.0344,0.00257746542168852
200,0.25,0.1,0.5,2,"Uniform",0,0
200,0.25,0.1,0.5,2,"Central",0.0466,0.00298088711627931
200,0.25,0.1,0.5,2,"Tail",0.0522,0.00314563697841947
200,0.25,0.1,0.5,2,"Localized",0.0452,0.00293792307591605
200,0.25,0.1,0.5,3,"Uniform",0,0
200,0.25,0.1,0.5,3,"Central",0.053,0.00316831185333767
200,0.25,0.1,0.5,3,"Tail",0.0536,0.00318518570887162
200,0.25,0.1,0.5,3,"Localized",0.0408,0.00279769047608916
200,0.25,0.1,0.5,5,"Uniform",0,0
200,0.25,0.1,0.5,5,"Central",0.0456,0.00295027591929975
200,0.25,0.1,0.5,5,"Tail",0.0506,0.00309966578843591
200,0.25,0.1,0.5,5,"Localized",0.0362,0.00264157377334043
200,0.25,0.1,0.5,8,"Uniform",0,0
200,0.25,0.1,0.5,8,"Central",0.0458,0.00295642892693195
200,0.25,0.1,0.5,8,"Tail",0.0494,0.0030646252625729
200,0.25,0.1,0.5,8,"Localized",0.0426,0.00285605462132642
200,0.25,0.1,1,1,"Uniform",0,0
200,0.25,0.1,1,1,"Central",0.0502,0.00308804015517933
200,0.25,0.1,1,1,"Tail",0.0568,0.00327333957908433
200,0.25,0.1,1,1,"Localized",0.0392,0.0027445713690848
200,0.25,0.1,1,2,"Uniform",0,0
200,0.25,0.1,1,2,"Central",0.0512,0.0031170036894428
200,0.25,0.1,1,2,"Tail",0.0566,0.00326791799162709
200,0.25,0.1,1,2,"Localized",0.0316,0.00247392158323581
200,0.25,0.1,1,3,"Uniform",0,0
200,0.25,0.1,1,3,"Central",0.0608,0.00337944847571316
200,0.25,0.1,1,3,"Tail",0.0568,0.00327333957908433
200,0.25,0.1,1,3,"Localized",0.0344,0.00257746542168852
200,0.25,0.1,1,5,"Uniform",0,0
200,0.25,0.1,1,5,"Central",0.0508,0.00310545842026584
200,0.25,0.1,1,5,"Tail",0.041,0.00280424677944007
200,0.25,0.1,1,5,"Localized",0.0374,0.00268332778467335
200,0.25,0.1,1,8,"Uniform",0,0
200,0.25,0.1,1,8,"Central",0.0444,0.00291302729132427
200,0.25,0.1,1,8,"Tail",0.046,0.00296256645495084
200,0.25,0.1,1,8,"Localized",0.0322,0.00249652398346181
200,0.25,0.1,1.5,1,"Uniform",0,0
200,0.25,0.1,1.5,1,"Central",0.0508,0.00310545842026584
200,0.25,0.1,1.5,1,"Tail",0.0634,0.00344617004803884
200,0.25,0.1,1.5,1,"Localized",0.031,0.00245108139399735
200,0.25,0.1,1.5,2,"Uniform",0,0
200,0.25,0.1,1.5,2,"Central",0.0488,0.00304691844328003
200,0.25,0.1,1.5,2,"Tail",0.0572,0.00328414859590732
200,0.25,0.1,1.5,2,"Localized",0.0272,0.00230044169671826
200,0.25,0.1,1.5,3,"Uniform",0,0
200,0.25,0.1,1.5,3,"Central",0.063,0.00343601513384327
200,0.25,0.1,1.5,3,"Tail",0.0502,0.00308804015517933
200,0.25,0.1,1.5,3,"Localized",0.0332,0.0025336834845734
200,0.25,0.1,1.5,5,"Uniform",0,0
200,0.25,0.1,1.5,5,"Central",0.052,0.00313993630508646
200,0.25,0.1,1.5,5,"Tail",0.0432,0.00287519599331941
200,0.25,0.1,1.5,5,"Localized",0.0324,0.00250400638976821
200,0.25,0.1,1.5,8,"Uniform",0,0
200,0.25,0.1,1.5,8,"Central",0.0496,0.00307049963361014
200,0.25,0.1,1.5,8,"Tail",0.0486,0.0030409879973456
200,0.25,0.1,1.5,8,"Localized",0.0328,0.00251889499582654
200,0.25,0.1,2,1,"Uniform",0,0
200,0.25,0.1,2,1,"Central",0.0498,0.00307636018697421
200,0.25,0.1,2,1,"Tail",0.0642,0.00346636293541227
200,0.25,0.1,2,1,"Localized",0.024,0.00216443988135499
200,0.25,0.1,2,2,"Uniform",0,0
200,0.25,0.1,2,2,"Central",0.0498,0.00307636018697421
200,0.25,0.1,2,2,"Tail",0.0552,0.0032296427046966
200,0.25,0.1,2,2,"Localized",0.0268,0.00228393344911799
200,0.25,0.1,2,3,"Uniform",0,0
200,0.25,0.1,2,3,"Central",0.0628,0.00343092290790685
200,0.25,0.1,2,3,"Tail",0.0566,0.00326791799162709
200,0.25,0.1,2,3,"Localized",0.0322,0.00249652398346181
200,0.25,0.1,2,5,"Uniform",0,0
200,0.25,0.1,2,5,"Central",0.056,0.00325158422926425
200,0.25,0.1,2,5,"Tail",0.0492,0.00305873699425106
200,0.25,0.1,2,5,"Localized",0.023,0.00211995282966391
200,0.25,0.1,2,8,"Uniform",0,0
200,0.25,0.1,2,8,"Central",0.051,0.00311123769583746
200,0.25,0.1,2,8,"Tail",0.0526,0.00315699984162179
200,0.25,0.1,2,8,"Localized",0.033,0.00252630164469724
200,0.25,0.2,0.5,1,"Uniform",0,0
200,0.25,0.2,0.5,1,"Central",0.0472,0.00299907185642492
200,0.25,0.2,0.5,1,"Tail",0.0574,0.0032895361375124
200,0.25,0.2,0.5,1,"Localized",0.0454,0.00294410733499986
200,0.25,0.2,0.5,2,"Uniform",0,0
200,0.25,0.2,0.5,2,"Central",0.0468,0.00298696367570816
200,0.25,0.2,0.5,2,"Tail",0.0566,0.00326791799162709
200,0.25,0.2,0.5,2,"Localized",0.0452,0.00293792307591605
200,0.25,0.2,0.5,3,"Uniform",0,0
200,0.25,0.2,0.5,3,"Central",0.0562,0.00325704037432759
200,0.25,0.2,0.5,3,"Tail",0.0488,0.00304691844328003
200,0.25,0.2,0.5,3,"Localized",0.0412,0.00281078494374792
200,0.25,0.2,0.5,5,"Uniform",0,0
200,0.25,0.2,0.5,5,"Central",0.0506,0.00309966578843591
200,0.25,0.2,0.5,5,"Tail",0.0428,0.00286245209566903
200,0.25,0.2,0.5,5,"Localized",0.046,0.00296256645495084
200,0.25,0.2,0.5,8,"Uniform",0,0
200,0.25,0.2,0.5,8,"Central",0.0444,0.00291302729132427
200,0.25,0.2,0.5,8,"Tail",0.0454,0.00294410733499986
200,0.25,0.2,0.5,8,"Localized",0.0464,0.00297479545515318
200,0.25,0.2,1,1,"Uniform",0,0
200,0.25,0.2,1,1,"Central",0.047,0.00299302522541993
200,0.25,0.2,1,1,"Tail",0.0616,0.00340015999623547
200,0.25,0.2,1,1,"Localized",0.0376,0.00269021337443705
200,0.25,0.2,1,2,"Uniform",0,0
200,0.25,0.2,1,2,"Central",0.0456,0.00295027591929975
200,0.25,0.2,1,2,"Tail",0.0524,0.00315132480077824
200,0.25,0.2,1,2,"Localized",0.0368,0.00266254614983478
200,0.25,0.2,1,3,"Uniform",0,0
200,0.25,0.2,1,3,"Central",0.0536,0.00318518570887162
200,0.25,0.2,1,3,"Tail",0.0506,0.00309966578843591
200,0.25,0.2,1,3,"Localized",0.0388,0.00273110087693589
200,0.25,0.2,1,5,"Uniform",0,0
200,0.25,0.2,1,5,"Central",0.0416,0.00282380735886852
200,0.25,0.2,1,5,"Tail",0.0452,0.00293792307591605
200,0.25,0.2,1,5,"Localized",0.0342,0.0025702280054501
200,0.25,0.2,1,8,"Uniform",0,0
200,0.25,0.2,1,8,"Central",0.044,0.00290048271844533
200,0.25,0.2,1,8,"Tail",0.052,0.00313993630508646
200,0.25,0.2,1,8,"Localized",0.0382,0.0027107474983849
200,0.25,0.2,1.5,1,"Uniform",0,0
200,0.25,0.2,1.5,1,"Central",0.0492,0.00305873699425106
200,0.25,0.2,1.5,1,"Tail",0.0608,0.00337944847571316
200,0.25,0.2,1.5,1,"Localized",0.029,0.00237314137800511
200,0.25,0.2,1.5,2,"Uniform",0,0
200,0.25,0.2,1.5,2,"Central",0.0464,0.00297479545515318
200,0.25,0.2,1.5,2,"Tail",0.0552,0.0032296427046966
200,0.25,0.2,1.5,2,"Localized",0.0278,0.00232495849425318
200,0.25,0.2,1.5,3,"Uniform",0,0
200,0.25,0.2,1.5,3,"Central",0.0586,0.00332162731202644
200,0.25,0.2,1.5,3,"Tail",0.0576,0.00329491244193226
200,0.25,0.2,1.5,3,"Localized",0.0362,0.00264157377334043
200,0.25,0.2,1.5,5,"Uniform",0,0
200,0.25,0.2,1.5,5,"Central",0.047,0.00299302522541993
200,0.25,0.2,1.5,5,"Tail",0.0526,0.00315699984162179
200,0.25,0.2,1.5,5,"Localized",0.034,0.0025629670306112
200,0.25,0.2,1.5,8,"Uniform",0,0
200,0.25,0.2,1.5,8,"Central",0.0458,0.00295642892693195
200,0.25,0.2,1.5,8,"Tail",0.0484,0.00303504332753257
200,0.25,0.2,1.5,8,"Localized",0.0362,0.00264157377334043
200,0.25,0.2,2,1,"Uniform",0,0
200,0.25,0.2,2,1,"Central",0.0462,0.00296868859936505
200,0.25,0.2,2,1,"Tail",0.0672,0.00354073890593475
200,0.25,0.2,2,1,"Localized",0.0182,0.00189043698651925
200,0.25,0.2,2,2,"Uniform",0,0
200,0.25,0.2,2,2,"Central",0.0444,0.00291302729132427
200,0.25,0.2,2,2,"Tail",0.0606,0.00337424480439698
200,0.25,0.2,2,2,"Localized",0.0284,0.00234918879615922
200,0.25,0.2,2,3,"Uniform",0,0
200,0.25,0.2,2,3,"Central",0.0552,0.0032296427046966
200,0.25,0.2,2,3,"Tail",0.0548,0.00321860093829602
200,0.25,0.2,2,3,"Localized",0.027,0.00229220417938717
200,0.25,0.2,2,5,"Uniform",0,0
200,0.25,0.2,2,5,"Central",0.0484,0.00303504332753257
200,0.25,0.2,2,5,"Tail",0.0456,0.00295027591929975
200,0.25,0.2,2,5,"Localized",0.0322,0.00249652398346181
200,0.25,0.2,2,8,"Uniform",0,0
200,0.25,0.2,2,8,"Central",0.0506,0.00309966578843591
200,0.25,0.2,2,8,"Tail",0.054,0.00319637294444813
200,0.25,0.2,2,8,"Localized",0.0324,0.00250400638976821
200,0.5,0.05,0.5,1,"Uniform",0,0
200,0.5,0.05,0.5,1,"Central",0.0382,0.0027107474983849
200,0.5,0.05,0.5,1,"Tail",0.0558,0.00324611644892786
200,0.5,0.05,0.5,1,"Localized",0.0428,0.00286245209566903
200,0.5,0.05,0.5,2,"Uniform",0,0
200,0.5,0.05,0.5,2,"Central",0.0546,0.00321306209090332
200,0.5,0.05,0.5,2,"Tail",0.055,0.0032241277890307
200,0.5,0.05,0.5,2,"Localized",0.0428,0.00286245209566903
200,0.5,0.05,0.5,3,"Uniform",0,0
200,0.5,0.05,0.5,3,"Central",0.0512,0.0031170036894428
200,0.5,0.05,0.5,3,"Tail",0.06,0.00335857112474933
200,0.5,0.05,0.5,3,"Localized",0.046,0.00296256645495084
200,0.5,0.05,0.5,5,"Uniform",0,0
200,0.5,0.05,0.5,5,"Central",0.0474,0.00300510365877785
200,0.5,0.05,0.5,5,"Tail",0.0486,0.0030409879973456
200,0.5,0.05,0.5,5,"Localized",0.0406,0.00279111590586991
200,0.5,0.05,0.5,8,"Uniform",0,0
200,0.5,0.05,0.5,8,"Central",0.043,0.00286883251515316
200,0.5,0.05,0.5,8,"Tail",0.0508,0.00310545842026584
200,0.5,0.05,0.5,8,"Localized",0.0474,0.00300510365877785
200,0.5,0.05,1,1,"Uniform",0,0
200,0.5,0.05,1,1,"Central",0.0406,0.00279111590586991
200,0.5,0.05,1,1,"Tail",0.0602,0.00336380617753164
200,0.5,0.05,1,1,"Localized",0.0364,0.00264858603787002
200,0.5,0.05,1,2,"Uniform",0,0
200,0.5,0.05,1,2,"Central",0.0364,0.00264858603787002
200,0.5,0.05,1,2,"Tail",0.059,0.00333223648620562
200,0.5,0.05,1,2,"Localized",0.0396,0.00275796446677618
200,0.5,0.05,1,3,"Uniform",0,0
200,0.5,0.05,1,3,"Central",0.0458,0.00295642892693195
200,0.5,0.05,1,3,"Tail",0.0562,0.00325704037432759
200,0.5,0.05,1,3,"Localized",0.0354,0.00261330595223751
200,0.5,0.05,1,5,"Uniform",0,0
200,0.5,0.05,1,5,"Central",0.0452,0.00293792307591605
200,0.5,0.05,1,5,"Tail",0.0418,0.00283029185774188
200,0.5,0.05,1,5,"Localized",0.0312,0.00245872161905328
200,0.5,0.05,1,8,"Uniform",0,0
200,0.5,0.05,1,8,"Central",0.0464,0.00297479545515318
200,0.5,0.05,1,8,"Tail",0.0474,0.00300510365877785
200,0.5,0.05,1,8,"Localized",0.032,0.00248901586977665
200,0.5,0.05,1.5,1,"Uniform",0,0
200,0.5,0.05,1.5,1,"Central",0.0356,0.00262040607540129
200,0.5,0.05,1.5,1,"Tail",0.07,0.00360832371053374
200,0.5,0.05,1.5,1,"Localized",0.0338,0.0025556822963741
200,0.5,0.05,1.5,2,"Uniform",0,0
200,0.5,0.05,1.5,2,"Central",0.039,0.00273784586856163
200,0.5,0.05,1.5,2,"Tail",0.0578,0.00330027756408457
200,0.5,0.05,1.5,2,"Localized",0.0302,0.00242024626846112
200,0.5,0.05,1.5,3,"Uniform",0,0
200,0.5,0.05,1.5,3,"Central",0.0474,0.00300510365877785
200,0.5,0.05,1.5,3,"Tail",0.0534,0.00317957355631223
200,0.5,0.05,1.5,3,"Localized",0.0324,0.00250400638976821
200,0.5,0.05,1.5,5,"Uniform",0,0
200,0.5,0.05,1.5,5,"Central",0.036,0.00263453980801202
200,0.5,0.05,1.5,5,"Tail",0.0482,0.00302908435009658
200,0.5,0.05,1.5,5,"Localized",0.0294,0.00238895960618843
200,0.5,0.05,1.5,8,"Uniform",0,0
200,0.5,0.05,1.5,8,"Central",0.0398,0.00276463234445378
200,0.5,0.05,1.5,8,"Tail",0.054,0.00319637294444813
200,0.5,0.05,1.5,8,"Localized",0.0376,0.00269021337443705
200,0.5,0.05,2,1,"Uniform",0,0
200,0.5,0.05,2,1,"Central",0.0364,0.00264858603787002
200,0.5,0.05,2,1,"Tail",0.0678,0.00355536664775941
200,0.5,0.05,2,1,"Localized",0.032,0.00248901586977665
200,0.5,0.05,2,2,"Uniform",0,0
200,0.5,0.05,2,2,"Central",0.0454,0.00294410733499986
200,0.5,0.05,2,2,"Tail",0.0622,0.00341558662604244
200,0.5,0.05,2,2,"Localized",0.0286,0.0023572034277932
200,0.5,0.05,2,3,"Uniform",0,0
200,0.5,0.05,2,3,"Central",0.0452,0.00293792307591605
200,0.5,0.05,2,3,"Tail",0.0572,0.00328414859590732
200,0.5,0.05,2,3,"Localized",0.0226,0.00210186774084384
200,0.5,0.05,2,5,"Uniform",0,0
200,0.5,0.05,2,5,"Central",0.0412,0.00281078494374792
200,0.5,0.05,2,5,"Tail",0.0524,0.00315132480077824
200,0.5,0.05,2,5,"Localized",0.029,0.00237314137800511
200,0.5,0.05,2,8,"Uniform",0,0
200,0.5,0.05,2,8,"Central",0.0388,0.00273110087693589
200,0.5,0.05,2,8,"Tail",0.0538,0.00319078548323136
200,0.5,0.05,2,8,"Localized",0.0442,0.00290676314824583
200,0.5,0.1,0.5,1,"Uniform",0,0
200,0.5,0.1,0.5,1,"Central",0.04,0.0027712812921102
200,0.5,0.1,0.5,1,"Tail",0.062,0.00341045451516363
200,0.5,0.1,0.5,1,"Localized",0.043,0.00286883251515316
200,0.5,0.1,0.5,2,"Uniform",0,0
200,0.5,0.1,0.5,2,"Central",0.0402,0.00277791144567281
200,0.5,0.1,0.5,2,"Tail",0.0572,0.00328414859590732
200,0.5,0.1,0.5,2,"Localized",0.0382,0.0027107474983849
200,0.5,0.1,0.5,3,"Uniform",0,0
200,0.5,0.1,0.5,3,"Central",0.0486,0.0030409879973456
200,0.5,0.1,0.5,3,"Tail",0.0538,0.00319078548323136
200,0.5,0.1,0.5,3,"Localized",0.0402,0.00277791144567281
200,0.5,0.1,0.5,5,"Uniform",0,0
200,0.5,0.1,0.5,5,"Central",0.0448,0.00292550713552369
200,0.5,0.1,0.5,5,"Tail",0.0484,0.00303504332753257
200,0.5,0.1,0.5,5,"Localized",0.038,0.0027039230758289
