"n","x0","eta","c","r","Weight","Power","MCSE"
50,0.5,0.2,1.5,1,"Uniform",0,0
50,0.5,0.2,1.5,1,"Central",0.0348,0.00259187036712873
50,0.5,0.2,1.5,1,"Tail",0.0726,0.00366958417262774
50,0.5,0.2,1.5,1,"Localized",0.0374,0.00268332778467335
50,0.5,0.2,1.5,2,"Uniform",0,0
50,0.5,0.2,1.5,2,"Central",0.0338,0.0025556822963741
50,0.5,0.2,1.5,2,"Tail",0.0634,0.00344617004803884
50,0.5,0.2,1.5,2,"Localized",0.0288,0.00236518751899294
50,0.5,0.2,1.5,3,"Uniform",0,0
50,0.5,0.2,1.5,3,"Central",0.0478,0.00301712313305241
50,0.5,0.2,1.5,3,"Tail",0.0454,0.00294410733499986
50,0.5,0.2,1.5,3,"Localized",0.0392,0.0027445713690848
50,0.5,0.2,1.5,5,"Uniform",0,0
50,0.5,0.2,1.5,5,"Central",0.0406,0.00279111590586991
50,0.5,0.2,1.5,5,"Tail",0.0374,0.00268332778467335
50,0.5,0.2,1.5,5,"Localized",0.0416,0.00282380735886852
50,0.5,0.2,1.5,8,"Uniform",0,0
50,0.5,0.2,1.5,8,"Central",0.052,0.00313993630508646
50,0.5,0.2,1.5,8,"Tail",0.028,0.00233306665142683
50,0.5,0.2,1.5,8,"Localized",0.0418,0.00283029185774188
50,0.5,0.2,2,1,"Uniform",0,0
50,0.5,0.2,2,1,"Central",0.0368,0.00266254614983478
50,0.5,0.2,2,1,"Tail",0.0774,0.00377913323395723
50,0.5,0.2,2,1,"Localized",0.0318,0.00248148181536758
50,0.5,0.2,2,2,"Uniform",0,0
50,0.5,0.2,2,2,"Central",0.034,0.0025629670306112
50,0.5,0.2,2,2,"Tail",0.0678,0.00355536664775941
50,0.5,0.2,2,2,"Localized",0.0288,0.00236518751899294
50,0.5,0.2,2,3,"Uniform",0,0
50,0.5,0.2,2,3,"Central",0.038,0.0027039230758289
50,0.5,0.2,2,3,"Tail",0.049,0.00305283474822991
50,0.5,0.2,2,3,"Localized",0.0338,0.0025556822963741
50,0.5,0.2,2,5,"Uniform",0,0
50,0.5,0.2,2,5,"Central",0.0452,0.00293792307591605
50,0.5,0.2,2,5,"Tail",0.0332,0.0025336834845734
50,0.5,0.2,2,5,"Localized",0.04,0.0027712812921102
50,0.5,0.2,2,8,"Uniform",0,0
50,0.5,0.2,2,8,"Central",0.0466,0.00298088711627931
50,0.5,0.2,2,8,"Tail",0.0276,0.00231681850821336
50,0.5,0.2,2,8,"Localized",0.048,0.00302311098043059
50,0.75,0.05,0.5,1,"Uniform",0,0
50,0.75,0.05,0.5,1,"Central",0.051,0.00311123769583746
50,0.75,0.05,0.5,1,"Tail",0.0492,0.00305873699425106
50,0.75,0.05,0.5,1,"Localized",0.0402,0.00277791144567281
50,0.75,0.05,0.5,2,"Uniform",0,0
50,0.75,0.05,0.5,2,"Central",0.049,0.00305283474822991
50,0.75,0.05,0.5,2,"Tail",0.0572,0.00328414859590732
50,0.75,0.05,0.5,2,"Localized",0.0418,0.00283029185774188
50,0.75,0.05,0.5,3,"Uniform",0,0
50,0.75,0.05,0.5,3,"Central",0.0582,0.003310974478911
50,0.75,0.05,0.5,3,"Tail",0.057,0.00327874976172321
50,0.75,0.05,0.5,3,"Localized",0.038,0.0027039230758289
50,0.75,0.05,0.5,5,"Uniform",0,0
50,0.75,0.05,0.5,5,"Central",0.051,0.00311123769583746
50,0.75,0.05,0.5,5,"Tail",0.0494,0.0030646252625729
50,0.75,0.05,0.5,5,"Localized",0.0458,0.00295642892693195
50,0.75,0.05,0.5,8,"Uniform",0,0
50,0.75,0.05,0.5,8,"Central",0.0524,0.00315132480077824
50,0.75,0.05,0.5,8,"Tail",0.0474,0.00300510365877785
50,0.75,0.05,0.5,8,"Localized",0.0468,0.00298696367570816
50,0.75,0.05,1,1,"Uniform",0,0
50,0.75,0.05,1,1,"Central",0.0596,0.00334806929438445
50,0.75,0.05,1,1,"Tail",0.0504,0.00309385972532693
50,0.75,0.05,1,1,"Localized",0.032,0.00248901586977665
50,0.75,0.05,1,2,"Uniform",0,0
50,0.75,0.05,1,2,"Central",0.0514,0.00312275647465504
50,0.75,0.05,1,2,"Tail",0.053,0.00316831185333767
50,0.75,0.05,1,2,"Localized",0.0302,0.00242024626846112
50,0.75,0.05,1,3,"Uniform",0,0
50,0.75,0.05,1,3,"Central",0.0546,0.00321306209090332
50,0.75,0.05,1,3,"Tail",0.0552,0.0032296427046966
50,0.75,0.05,1,3,"Localized",0.0282,0.00234114331043616
50,0.75,0.05,1,5,"Uniform",0,0
50,0.75,0.05,1,5,"Central",0.0598,0.00335332551357604
50,0.75,0.05,1,5,"Tail",0.0492,0.00305873699425106
50,0.75,0.05,1,5,"Localized",0.0326,0.00251146331846595
50,0.75,0.05,1,8,"Uniform",0,0
50,0.75,0.05,1,8,"Central",0.0534,0.00317957355631223
50,0.75,0.05,1,8,"Tail",0.0362,0.00264157377334043
50,0.75,0.05,1,8,"Localized",0.0466,0.00298088711627931
50,0.75,0.05,1.5,1,"Uniform",0,0
50,0.75,0.05,1.5,1,"Central",0.0608,0.00337944847571316
50,0.75,0.05,1.5,1,"Tail",0.055,0.0032241277890307
50,0.75,0.05,1.5,1,"Localized",0.0274,0.00230864635663412
50,0.75,0.05,1.5,2,"Uniform",0,0
50,0.75,0.05,1.5,2,"Central",0.054,0.00319637294444813
50,0.75,0.05,1.5,2,"Tail",0.0572,0.00328414859590732
50,0.75,0.05,1.5,2,"Localized",0.0246,0.00219065469666034
50,0.75,0.05,1.5,3,"Uniform",0,0
50,0.75,0.05,1.5,3,"Central",0.0616,0.00340015999623547
50,0.75,0.05,1.5,3,"Tail",0.0512,0.0031170036894428
50,0.75,0.05,1.5,3,"Localized",0.0252,0.00221652701314466
50,0.75,0.05,1.5,5,"Uniform",0,0
50,0.75,0.05,1.5,5,"Central",0.0556,0.00324063697442339
50,0.75,0.05,1.5,5,"Tail",0.0426,0.00285605462132642
50,0.75,0.05,1.5,5,"Localized",0.0316,0.00247392158323581
50,0.75,0.05,1.5,8,"Uniform",0,0
50,0.75,0.05,1.5,8,"Central",0.0542,0.00320194815698193
50,0.75,0.05,1.5,8,"Tail",0.037,0.00266949433413896
50,0.75,0.05,1.5,8,"Localized",0.0528,0.00316266216975509
50,0.75,0.05,2,1,"Uniform",0,0
50,0.75,0.05,2,1,"Central",0.0642,0.00346636293541227
50,0.75,0.05,2,1,"Tail",0.0564,0.00326248494249399
50,0.75,0.05,2,1,"Localized",0.0228,0.00211093154791907
50,0.75,0.05,2,2,"Uniform",0,0
50,0.75,0.05,2,2,"Central",0.0588,0.00332693733033852
50,0.75,0.05,2,2,"Tail",0.0552,0.0032296427046966
50,0.75,0.05,2,2,"Localized",0.0228,0.00211093154791907
50,0.75,0.05,2,3,"Uniform",0,0
50,0.75,0.05,2,3,"Central",0.0584,0.00331630637909105
50,0.75,0.05,2,3,"Tail",0.0522,0.00314563697841947
50,0.75,0.05,2,3,"Localized",0.0296,0.00239682456596222
50,0.75,0.05,2,5,"Uniform",0,0
50,0.75,0.05,2,5,"Central",0.0604,0.00336903072114221
50,0.75,0.05,2,5,"Tail",0.0336,0.00254837359898426
50,0.75,0.05,2,5,"Localized",0.0392,0.0027445713690848
50,0.75,0.05,2,8,"Uniform",0,0
50,0.75,0.05,2,8,"Central",0.054,0.00319637294444813
50,0.75,0.05,2,8,"Tail",0.034,0.0025629670306112
50,0.75,0.05,2,8,"Localized",0.0494,0.0030646252625729
50,0.75,0.1,0.5,1,"Uniform",0,0
50,0.75,0.1,0.5,1,"Central",0.0574,0.0032895361375124
50,0.75,0.1,0.5,1,"Tail",0.0496,0.00307049963361014
50,0.75,0.1,0.5,1,"Localized",0.0434,0.00288154264240528
50,0.75,0.1,0.5,2,"Uniform",0,0
50,0.75,0.1,0.5,2,"Central",0.0444,0.00291302729132427
50,0.75,0.1,0.5,2,"Tail",0.0532,0.00317394895989208
50,0.75,0.1,0.5,2,"Localized",0.0458,0.00295642892693195
50,0.75,0.1,0.5,3,"Uniform",0,0
50,0.75,0.1,0.5,3,"Central",0.055,0.0032241277890307
50,0.75,0.1,0.5,3,"Tail",0.0532,0.00317394895989208
50,0.75,0.1,0.5,3,"Localized",0.0462,0.00296868859936505
50,0.75,0.1,0.5,5,"Uniform",0,0
50,0.75,0.1,0.5,5,"Central",0.0572,0.00328414859590732
50,0.75,0.1,0.5,5,"Tail",0.0488,0.00304691844328003
50,0.75,0.1,0.5,5,"Localized",0.0408,0.00279769047608916
50,0.75,0.1,0.5,8,"Uniform",0,0
50,0.75,0.1,0.5,8,"Central",0.056,0.00325158422926425
50,0.75,0.1,0.5,8,"Tail",0.042,0.00283675871374356
50,0.75,0.1,0.5,8,"Localized",0.0458,0.00295642892693195
50,0.75,0.1,1,1,"Uniform",0,0
50,0.75,0.1,1,1,"Central",0.0564,0.00326248494249399
50,0.75,0.1,1,1,"Tail",0.0534,0.00317957355631223
50,0.75,0.1,1,1,"Localized",0.0284,0.00234918879615922
50,0.75,0.1,1,2,"Uniform",0,0
50,0.75,0.1,1,2,"Central",0.0556,0.00324063697442339
50,0.75,0.1,1,2,"Tail",0.0572,0.00328414859590732
50,0.75,0.1,1,2,"Localized",0.0328,0.00251889499582654
50,0.75,0.1,1,3,"Uniform",0,0
50,0.75,0.1,1,3,"Central",0.0574,0.0032895361375124
50,0.75,0.1,1,3,"Tail",0.0506,0.00309966578843591
50,0.75,0.1,1,3,"Localized",0.0338,0.0025556822963741
50,0.75,0.1,1,5,"Uniform",0,0
50,0.75,0.1,1,5,"Central",0.062,0.00341045451516363
50,0.75,0.1,1,5,"Tail",0.0448,0.00292550713552369
50,0.75,0.1,1,5,"Localized",0.0324,0.00250400638976821
50,0.75,0.1,1,8,"Uniform",0,0
50,0.75,0.1,1,8,"Central",0.0596,0.00334806929438445
50,0.75,0.1,1,8,"Tail",0.0438,0.00289418589589542
50,0.75,0.1,1,8,"Localized",0.0414,0.00281730509529941
50,0.75,0.1,1.5,1,"Uniform",0,0
50,0.75,0.1,1.5,1,"Central",0.0616,0.00340015999623547
50,0.75,0.1,1.5,1,"Tail",0.0562,0.00325704037432759
50,0.75,0.1,1.5,1,"Localized",0.0332,0.0025336834845734
50,0.75,0.1,1.5,2,"Uniform",0,0
50,0.75,0.1,1.5,2,"Central",0.0542,0.00320194815698193
50,0.75,0.1,1.5,2,"Tail",0.0524,0.00315132480077824
50,0.75,0.1,1.5,2,"Localized",0.0272,0.00230044169671826
50,0.75,0.1,1.5,3,"Uniform",0,0
50,0.75,0.1,1.5,3,"Central",0.0582,0.003310974478911
50,0.75,0.1,1.5,3,"Tail",0.0496,0.00307049963361014
50,0.75,0.1,1.5,3,"Localized",0.0254,0.00222507707731665
50,0.75,0.1,1.5,5,"Uniform",0,0
50,0.75,0.1,1.5,5,"Central",0.0652,0.00349138826256834
50,0.75,0.1,1.5,5,"Tail",0.0356,0.00262040607540129
50,0.75,0.1,1.5,5,"Localized",0.031,0.00245108139399735
50,0.75,0.1,1.5,8,"Uniform",0,0
50,0.75,0.1,1.5,8,"Central",0.0562,0.00325704037432759
50,0.75,0.1,1.5,8,"Tail",0.0362,0.00264157377334043
50,0.75,0.1,1.5,8,"Localized",0.0336,0.00254837359898426
50,0.75,0.1,2,1,"Uniform",0,0
50,0.75,0.1,2,1,"Central",0.0682,0.00356507391227728
50,0.75,0.1,2,1,"Tail",0.051,0.00311123769583746
50,0.75,0.1,2,1,"Localized",0.0234,0.00213786996798215
50,0.75,0.1,2,2,"Uniform",0,0
50,0.75,0.1,2,2,"Central",0.0564,0.00326248494249399
50,0.75,0.1,2,2,"Tail",0.0512,0.0031170036894428
50,0.75,0.1,2,2,"Localized",0.0232,0.0021289321266776
50,0.75,0.1,2,3,"Uniform",0,0
50,0.75,0.1,2,3,"Central",0.062,0.00341045451516363
50,0.75,0.1,2,3,"Tail",0.0428,0.00286245209566903
50,0.75,0.1,2,3,"Localized",0.026,0.00225051105307217
50,0.75,0.1,2,5,"Uniform",0,0
50,0.75,0.1,2,5,"Central",0.0606,0.00337424480439698
50,0.75,0.1,2,5,"Tail",0.0376,0.00269021337443705
50,0.75,0.1,2,5,"Localized",0.0308,0.00244341400503476
50,0.75,0.1,2,8,"Uniform",0,0
50,0.75,0.1,2,8,"Central",0.0628,0.00343092290790685
50,0.75,0.1,2,8,"Tail",0.0362,0.00264157377334043
50,0.75,0.1,2,8,"Localized",0.0314,0.00246633493264804
50,0.75,0.2,0.5,1,"Uniform",0,0
50,0.75,0.2,0.5,1,"Central",0.0468,0.00298696367570816
50,0.75,0.2,0.5,1,"Tail",0.0494,0.0030646252625729
50,0.75,0.2,0.5,1,"Localized",0.046,0.00296256645495084
50,0.75,0.2,0.5,2,"Uniform",0,0
50,0.75,0.2,0.5,2,"Central",0.042,0.00283675871374356
50,0.75,0.2,0.5,2,"Tail",0.052,0.00313993630508646
50,0.75,0.2,0.5,2,"Localized",0.0528,0.00316266216975509
50,0.75,0.2,0.5,3,"Uniform",0,0
50,0.75,0.2,0.5,3,"Central",0.0488,0.00304691844328003
50,0.75,0.2,0.5,3,"Tail",0.051,0.00311123769583746
50,0.75,0.2,0.5,3,"Localized",0.042,0.00283675871374356
50,0.75,0.2,0.5,5,"Uniform",0,0
50,0.75,0.2,0.5,5,"Central",0.0542,0.00320194815698193
50,0.75,0.2,0.5,5,"Tail",0.047,0.00299302522541993
50,0.75,0.2,0.5,5,"Localized",0.0372,0.00267642149146953
50,0.75,0.2,0.5,8,"Uniform",0,0
50,0.75,0.2,0.5,8,"Central",0.0554,0.00323514574633045
50,0.75,0.2,0.5,8,"Tail",0.0482,0.00302908435009658
50,0.75,0.2,0.5,8,"Localized",0.0444,0.00291302729132427
50,0.75,0.2,1,1,"Uniform",0,0
50,0.75,0.2,1,1,"Central",0.0568,0.00327333957908433
50,0.75,0.2,1,1,"Tail",0.0514,0.00312275647465504
50,0.75,0.2,1,1,"Localized",0.038,0.0027039230758289
50,0.75,0.2,1,2,"Uniform",0,0
50,0.75,0.2,1,2,"Central",0.0452,0.00293792307591605
50,0.75,0.2,1,2,"Tail",0.0498,0.00307636018697421
50,0.75,0.2,1,2,"Localized",0.0394,0.00275127752144345
50,0.75,0.2,1,3,"Uniform",0,0
50,0.75,0.2,1,3,"Central",0.052,0.00313993630508646
50,0.75,0.2,1,3,"Tail",0.0488,0.00304691844328003
50,0.75,0.2,1,3,"Localized",0.0388,0.00273110087693589
50,0.75,0.2,1,5,"Uniform",0,0
50,0.75,0.2,1,5,"Central",0.051,0.00311123769583746
50,0.75,0.2,1,5,"Tail",0.0466,0.00298088711627931
50,0.75,0.2,1,5,"Localized",0.0398,0.00276463234445378
50,0.75,0.2,1,8,"Uniform",0,0
50,0.75,0.2,1,8,"Central",0.0494,0.0030646252625729
50,0.75,0.2,1,8,"Tail",0.0448,0.00292550713552369
50,0.75,0.2,1,8,"Localized",0.042,0.00283675871374356
50,0.75,0.2,1.5,1,"Uniform",0,0
50,0.75,0.2,1.5,1,"Central",0.0552,0.0032296427046966
50,0.75,0.2,1.5,1,"Tail",0.0554,0.00323514574633045
50,0.75,0.2,1.5,1,"Localized",0.0264,0.00226729089443768
50,0.75,0.2,1.5,2,"Uniform",0,0
50,0.75,0.2,1.5,2,"Central",0.047,0.00299302522541993
50,0.75,0.2,1.5,2,"Tail",0.058,0.00330563155841664
50,0.75,0.2,1.5,2,"Localized",0.0328,0.00251889499582654
50,0.75,0.2,1.5,3,"Uniform",0,0
50,0.75,0.2,1.5,3,"Central",0.0482,0.00302908435009658
50,0.75,0.2,1.5,3,"Tail",0.0516,0.00312849612433834
50,0.75,0.2,1.5,3,"Localized",0.0342,0.0025702280054501
50,0.75,0.2,1.5,5,"Uniform",0,0
50,0.75,0.2,1.5,5,"Central",0.054,0.00319637294444813
50,0.75,0.2,1.5,5,"Tail",0.0452,0.00293792307591605
50,0.75,0.2,1.5,5,"Localized",0.0394,0.00275127752144345
50,0.75,0.2,1.5,8,"Uniform",0,0
50,0.75,0.2,1.5,8,"Central",0.051,0.00311123769583746
50,0.75,0.2,1.5,8,"Tail",0.0434,0.00288154264240528
50,0.75,0.2,1.5,8,"Localized",0.037,0.00266949433413896
50,0.75,0.2,2,1,"Uniform",0,0
50,0.75,0.2,2,1,"Central",0.054,0.00319637294444813
50,0.75,0.2,2,1,"Tail",0.0556,0.00324063697442339
50,0.75,0.2,2,1,"Localized",0.027,0.00229220417938717
50,0.75,0.2,2,2,"Uniform",0,0
50,0.75,0.2,2,2,"Central",0.0468,0.00298696367570816
50,0.75,0.2,2,2,"Tail",0.0542,0.00320194815698193
50,0.75,0.2,2,2,"Localized",0.026,0.00225051105307217
50,0.75,0.2,2,3,"Uniform",0,0
50,0.75,0.2,2,3,"Central",0.0522,0.00314563697841947
50,0.75,0.2,2,3,"Tail",0.0488,0.00304691844328003
50,0.75,0.2,2,3,"Localized",0.0292,0.00238106530779817
50,0.75,0.2,2,5,"Uniform",0,0
50,0.75,0.2,2,5,"Central",0.0504,0.00309385972532693
50,0.75,0.2,2,5,"Tail",0.0392,0.0027445713690848
50,0.75,0.2,2,5,"Localized",0.031,0.00245108139399735
50,0.75,0.2,2,8,"Uniform",0,0
50,0.75,0.2,2,8,"Central",0.0498,0.00307636018697421
50,0.75,0.2,2,8,"Tail",0.0402,0.00277791144567281
50,0.75,0.2,2,8,"Localized",0.0352,0.00260618341641566
100,0.25,0.05,0.5,1,"Uniform",0,0
100,0.25,0.05,0.5,1,"Central",0.0546,0.00321306209090332
100,0.25,0.05,0.5,1,"Tail",0.0544,0.0032075111847038
100,0.25,0.05,0.5,1,"Localized",0.0452,0.00293792307591605
100,0.25,0.05,0.5,2,"Uniform",0,0
100,0.25,0.05,0.5,2,"Central",0.0524,0.00315132480077824
100,0.25,0.05,0.5,2,"Tail",0.053,0.00316831185333767
100,0.25,0.05,0.5,2,"Localized",0.043,0.00286883251515316
100,0.25,0.05,0.5,3,"Uniform",0,0
100,0.25,0.05,0.5,3,"Central",0.06,0.00335857112474933
100,0.25,0.05,0.5,3,"Tail",0.053,0.00316831185333767
100,0.25,0.05,0.5,3,"Localized",0.043,0.00286883251515316
100,0.25,0.05,0.5,5,"Uniform",0,0
100,0.25,0.05,0.5,5,"Central",0.0492,0.00305873699425106
100,0.25,0.05,0.5,5,"Tail",0.0468,0.00298696367570816
100,0.25,0.05,0.5,5,"Localized",0.0442,0.00290676314824583
100,0.25,0.05,0.5,8,"Uniform",0,0
100,0.25,0.05,0.5,8,"Central",0.0556,0.00324063697442339
100,0.25,0.05,0.5,8,"Tail",0.0426,0.00285605462132642
100,0.25,0.05,0.5,8,"Localized",0.0438,0.00289418589589542
100,0.25,0.05,1,1,"Uniform",0,0
100,0.25,0.05,1,1,"Central",0.0626,0.00342582077756557
100,0.25,0.05,1,1,"Tail",0.0524,0.00315132480077824
100,0.25,0.05,1,1,"Localized",0.0346,0.0025846794772273
100,0.25,0.05,1,2,"Uniform",0,0
100,0.25,0.05,1,2,"Central",0.0526,0.00315699984162179
100,0.25,0.05,1,2,"Tail",0.0564,0.00326248494249399
100,0.25,0.05,1,2,"Localized",0.0304,0.00242799670510485
100,0.25,0.05,1,3,"Uniform",0,0
100,0.25,0.05,1,3,"Central",0.0576,0.00329491244193226
100,0.25,0.05,1,3,"Tail",0.0486,0.0030409879973456
100,0.25,0.05,1,3,"Localized",0.0298,0.00240466047499434
100,0.25,0.05,1,5,"Uniform",0,0
100,0.25,0.05,1,5,"Central",0.0558,0.00324611644892786
100,0.25,0.05,1,5,"Tail",0.05,0.00308220700148449
100,0.25,0.05,1,5,"Localized",0.0324,0.00250400638976821
100,0.25,0.05,1,8,"Uniform",0,0
100,0.25,0.05,1,8,"Central",0.053,0.00316831185333767
100,0.25,0.05,1,8,"Tail",0.0532,0.00317394895989208
100,0.25,0.05,1,8,"Localized",0.0454,0.00294410733499986
100,0.25,0.05,1.5,1,"Uniform",0,0
100,0.25,0.05,1.5,1,"Central",0.0576,0.00329491244193226
100,0.25,0.05,1.5,1,"Tail",0.0562,0.00325704037432759
100,0.25,0.05,1.5,1,"Localized",0.037,0.00266949433413896
100,0.25,0.05,1.5,2,"Uniform",0,0
100,0.25,0.05,1.5,2,"Central",0.0544,0.0032075111847038
100,0.25,0.05,1.5,2,"Tail",0.0542,0.00320194815698193
100,0.25,0.05,1.5,2,"Localized",0.0304,0.00242799670510485
100,0.25,0.05,1.5,3,"Uniform",0,0
100,0.25,0.05,1.5,3,"Central",0.0632,0.00344109749934523
100,0.25,0.05,1.5,3,"Tail",0.0542,0.00320194815698193
100,0.25,0.05,1.5,3,"Localized",0.0344,0.00257746542168852
100,0.25,0.05,1.5,5,"Uniform",0,0
100,0.25,0.05,1.5,5,"Central",0.0498,0.00307636018697421
100,0.25,0.05,1.5,5,"Tail",0.0516,0.00312849612433834
100,0.25,0.05,1.5,5,"Localized",0.035,0.00259903828367341
100,0.25,0.05,1.5,8,"Uniform",0,0
100,0.25,0.05,1.5,8,"Central",0.0608,0.00337944847571316
100,0.25,0.05,1.5,8,"Tail",0.0478,0.00301712313305241
100,0.25,0.05,1.5,8,"Localized",0.038,0.0027039230758289
100,0.25,0.05,2,1,"Uniform",0,0
100,0.25,0.05,2,1,"Central",0.0642,0.00346636293541227
100,0.25,0.05,2,1,"Tail",0.0552,0.0032296427046966
100,0.25,0.05,2,1,"Localized",0.0224,0.00209276085590303
100,0.25,0.05,2,2,"Uniform",0,0
100,0.25,0.05,2,2,"Central",0.0536,0.00318518570887162
100,0.25,0.05,2,2,"Tail",0.0576,0.00329491244193226
100,0.25,0.05,2,2,"Localized",0.025,0.00220794021658196
100,0.25,0.05,2,3,"Uniform",0,0
100,0.25,0.05,2,3,"Central",0.0624,0.00342070869850094
100,0.25,0.05,2,3,"Tail",0.048,0.00302311098043059
100,0.25,0.05,2,3,"Localized",0.0248,0.00219931625738546
100,0.25,0.05,2,5,"Uniform",0,0
100,0.25,0.05,2,5,"Central",0.0532,0.00317394895989208
100,0.25,0.05,2,5,"Tail",0.0478,0.00301712313305241
100,0.25,0.05,2,5,"Localized",0.0234,0.00213786996798215
100,0.25,0.05,2,8,"Uniform",0,0
100,0.25,0.05,2,8,"Central",0.06,0.00335857112474933
100,0.25,0.05,2,8,"Tail",0.0414,0.00281730509529941
100,0.25,0.05,2,8,"Localized",0.0406,0.00279111590586991
100,0.25,0.1,0.5,1,"Uniform",0,0
100,0.25,0.1,0.5,1,"Central",0.0564,0.00326248494249399
100,0.25,0.1,0.5,1,"Tail",0.0516,0.00312849612433834
100,0.25,0.1,0.5,1,"Localized",0.0428,0.00286245209566903
100,0.25,0.1,0.5,2,"Uniform",0,0
100,0.25,0.1,0.5,2,"Central",0.0506,0.00309966578843591
100,0.25,0.1,0.5,2,"Tail",0.056,0.00325158422926425
100,0.25,0.1,0.5,2,"Localized",0.039,0.00273784586856163
100,0.25,0.1,0.5,3,"Uniform",0,0
100,0.25,0.1,0.5,3,"Central",0.0516,0.00312849612433834
100,0.25,0.1,0.5,3,"Tail",0.053,0.00316831185333767
100,0.25,0.1,0.5,3,"Localized",0.0392,0.0027445713690848
100,0.25,0.1,0.5,5,"Uniform",0,0
100,0.25,0.1,0.5,5,"Central",0.0512,0.0031170036894428
100,0.25,0.1,0.5,5,"Tail",0.047,0.00299302522541993
100,0.25,0.1,0.5,5,"Localized",0.0392,0.0027445713690848
100,0.25,0.1,0.5,8,"Uniform",0,0
100,0.25,0.1,0.5,8,"Central",0.0574,0.0032895361375124
100,0.25,0.1,0.5,8,"Tail",0.051,0.00311123769583746
100,0.25,0.1,0.5,8,"Localized",0.0444,0.00291302729132427
100,0.25,0.1,1,1,"Uniform",0,0
100,0.25,0.1,1,1,"Central",0.0598,0.00335332551357604
100,0.25,0.1,1,1,"Tail",0.0554,0.00323514574633045
100,0.25,0.1,1,1,"Localized",0.0322,0.00249652398346181
100,0.25,0.1,1,2,"Uniform",0,0
100,0.25,0.1,1,2,"Central",0.0576,0.00329491244193226
100,0.25,0.1,1,2,"Tail",0.0528,0.00316266216975509
100,0.25,0.1,1,2,"Localized",0.0366,0.00265557677350891
100,0.25,0.1,1,3,"Uniform",0,0
100,0.25,0.1,1,3,"Central",0.0508,0.00310545842026584
100,0.25,0.1,1,3,"Tail",0.0494,0.0030646252625729
100,0.25,0.1,1,3,"Localized",0.0328,0.00251889499582654
100,0.25,0.1,1,5,"Uniform",0,0
100,0.25,0.1,1,5,"Central",0.0504,0.00309385972532693
100,0.25,0.1,1,5,"Tail",0.0476,0.00301112072159188
100,0.25,0.1,1,5,"Localized",0.035,0.00259903828367341
100,0.25,0.1,1,8,"Uniform",0,0
100,0.25,0.1,1,8,"Central",0.056,0.00325158422926425
100,0.25,0.1,1,8,"Tail",0.0462,0.00296868859936505
100,0.25,0.1,1,8,"Localized",0.0404,0.00278452293939195
100,0.25,0.1,1.5,1,"Uniform",0,0
100,0.25,0.1,1.5,1,"Central",0.0508,0.00310545842026584
100,0.25,0.1,1.5,1,"Tail",0.0568,0.00327333957908433
100,0.25,0.1,1.5,1,"Localized",0.0268,0.00228393344911799
100,0.25,0.1,1.5,2,"Uniform",0,0
100,0.25,0.1,1.5,2,"Central",0.0526,0.00315699984162179
100,0.25,0.1,1.5,2,"Tail",0.0496,0.00307049963361014
100,0.25,0.1,1.5,2,"Localized",0.0322,0.00249652398346181
100,0.25,0.1,1.5,3,"Uniform",0,0
100,0.25,0.1,1.5,3,"Central",0.0628,0.00343092290790685
100,0.25,0.1,1.5,3,"Tail",0.05,0.00308220700148449
100,0.25,0.1,1.5,3,"Localized",0.0256,0.00223359083092674
100,0.25,0.1,1.5,5,"Uniform",0,0
100,0.25,0.1,1.5,5,"Central",0.053,0.00316831185333767
100,0.25,0.1,1.5,5,"Tail",0.0532,0.00317394895989208
100,0.25,0.1,1.5,5,"Localized",0.035,0.00259903828367341
100,0.25,0.1,1.5,8,"Uniform",0,0
100,0.25,0.1,1.5,8,"Central",0.0616,0.00340015999623547
100,0.25,0.1,1.5,8,"Tail",0.0412,0.00281078494374792
100,0.25,0.1,1.5,8,"Localized",0.0332,0.0025336834845734
100,0.25,0.1,2,1,"Uniform",0,0
100,0.25,0.1,2,1,"Central",0.0648,0.00348140661227614
100,0.25,0.1,2,1,"Tail",0.0612,0.00338982477423244
100,0.25,0.1,2,1,"Localized",0.021,0.002027757381937
100,0.25,0.1,2,2,"Uniform",0,0
100,0.25,0.1,2,2,"Central",0.0632,0.00344109749934523
100,0.25,0.1,2,2,"Tail",0.0506,0.00309966578843591
100,0.25,0.1,2,2,"Localized",0.0242,0.00217321697030002
100,0.25,0.1,2,3,"Uniform",0,0
100,0.25,0.1,2,3,"Central",0.0654,0.00349636496950762
100,0.25,0.1,2,3,"Tail",0.0482,0.00302908435009658
100,0.25,0.1,2,3,"Localized",0.023,0.00211995282966391
100,0.25,0.1,2,5,"Uniform",0,0
100,0.25,0.1,2,5,"Central",0.0576,0.00329491244193226
100,0.25,0.1,2,5,"Tail",0.0436,0.00288787257336608
100,0.25,0.1,2,5,"Localized",0.028,0.00233306665142683
100,0.25,0.1,2,8,"Uniform",0,0
100,0.25,0.1,2,8,"Central",0.0618,0.00340531232047811
100,0.25,0.1,2,8,"Tail",0.0432,0.00287519599331941
100,0.25,0.1,2,8,"Localized",0.033,0.00252630164469724
100,0.25,0.2,0.5,1,"Uniform",0,0
100,0.25,0.2,0.5,1,"Central",0.0578,0.00330027756408457
100,0.25,0.2,0.5,1,"Tail",0.0516,0.00312849612433834
100,0.25,0.2,0.5,1,"Localized",0.0376,0.00269021337443705
100,0.25,0.2,0.5,2,"Uniform",0,0
100,0.25,0.2,0.5,2,"Central",0.0528,0.00316266216975509
