"n","Perturbation","x0","eta","c","r","Weight","Kappa","Lambda","Empirical_Power","MCSE","Theoretical_Power","Zero_Kappa"
100,"Localized",0.25,0.1,2,2,"Uniform",-2.27124269483238e-05,-4.54248538966477e-05,0,0,0.050000000236365,FALSE
100,"Localized",0.25,0.1,2,2,"Central",0.0165851897439836,0.0331703794879671,0.0632,0.00344109749934523,0.0501260463709084,FALSE
100,"Localized",0.25,0.1,2,2,"Tail",-0.0271275085762083,-0.0542550171524165,0.0508,0.00310545842026584,0.0503372603808433,FALSE
100,"Localized",0.25,0.1,2,3,"Uniform",-2.27124269483238e-05,-4.54248538966477e-05,0,0,0.050000000236365,FALSE
100,"Localized",0.25,0.1,2,3,"Central",0.0165851897439836,0.0331703794879671,0.0534,0.00317957355631223,0.0501260463709084,FALSE
100,"Localized",0.25,0.1,2,3,"Tail",-0.0271275085762083,-0.0542550171524165,0.0526,0.00315699984162179,0.0503372603808433,FALSE
100,"Localized",0.25,0.1,2,5,"Uniform",-2.27124269483238e-05,-4.54248538966477e-05,0,0,0.050000000236365,FALSE
100,"Localized",0.25,0.1,2,5,"Central",0.0165851897439836,0.0331703794879671,0.0616,0.00340015999623547,0.0501260463709084,FALSE
100,"Localized",0.25,0.1,2,5,"Tail",-0.0271275085762083,-0.0542550171524165,0.0438,0.00289418589589542,0.0503372603808433,FALSE
100,"Localized",0.25,0.1,2,8,"Uniform",-2.27124269483238e-05,-4.54248538966477e-05,0,0,0.050000000236365,FALSE
100,"Localized",0.25,0.1,2,8,"Central",0.0165851897439836,0.0331703794879671,0.0594,0.00334280241713446,0.0501260463709084,FALSE
100,"Localized",0.25,0.1,2,8,"Tail",-0.0271275085762083,-0.0542550171524165,0.0418,0.00283029185774188,0.0503372603808433,FALSE
100,"Localized",0.25,0.2,0.5,1,"Uniform",-2.18959880655235e-05,-1.09479940327618e-05,0,0,0.0500000000137299,FALSE
100,"Localized",0.25,0.2,0.5,1,"Central",0.0282123738839925,0.0141061869419963,0.0496,0.00307049963361014,0.0500227940397899,FALSE
100,"Localized",0.25,0.2,0.5,1,"Tail",-0.0461080498894961,-0.023054024944748,0.0586,0.00332162731202644,0.0500608843498128,FALSE
100,"Localized",0.25,0.2,0.5,2,"Uniform",-2.18959880655235e-05,-1.09479940327618e-05,0,0,0.0500000000137299,FALSE
100,"Localized",0.25,0.2,0.5,2,"Central",0.0282123738839925,0.0141061869419963,0.0476,0.00301112072159188,0.0500227940397899,FALSE
100,"Localized",0.25,0.2,0.5,2,"Tail",-0.0461080498894961,-0.023054024944748,0.0442,0.00290676314824583,0.0500608843498128,FALSE
100,"Localized",0.25,0.2,0.5,3,"Uniform",-2.18959880655235e-05,-1.09479940327618e-05,0,0,0.0500000000137299,FALSE
100,"Localized",0.25,0.2,0.5,3,"Central",0.0282123738839925,0.0141061869419963,0.048,0.00302311098043059,0.0500227940397899,FALSE
100,"Localized",0.25,0.2,0.5,3,"Tail",-0.0461080498894961,-0.023054024944748,0.0486,0.0030409879973456,0.0500608843498128,FALSE
100,"Localized",0.25,0.2,0.5,5,"Uniform",-2.18959880655235e-05,-1.09479940327618e-05,0,0,0.0500000000137299,FALSE
100,"Localized",0.25,0.2,0.5,5,"Central",0.0282123738839925,0.0141061869419963,0.0466,0.00298088711627931,0.0500227940397899,FALSE
100,"Localized",0.25,0.2,0.5,5,"Tail",-0.0461080498894961,-0.023054024944748,0.0506,0.00309966578843591,0.0500608843498128,FALSE
100,"Localized",0.25,0.2,0.5,8,"Uniform",-2.18959880655235e-05,-1.09479940327618e-05,0,0,0.0500000000137299,FALSE
100,"Localized",0.25,0.2,0.5,8,"Central",0.0282123738839925,0.0141061869419963,0.0536,0.00318518570887162,0.0500227940397899,FALSE
100,"Localized",0.25,0.2,0.5,8,"Tail",-0.0461080498894961,-0.023054024944748,0.0514,0.00312275647465504,0.0500608843498128,FALSE
100,"Localized",0.25,0.2,1,1,"Uniform",-2.18959880655235e-05,-2.18959880655235e-05,0,0,0.0500000000549194,FALSE
100,"Localized",0.25,0.2,1,1,"Central",0.0282123738839925,0.0282123738839925,0.05,0.00308220700148449,0.0500911799743755,FALSE
100,"Localized",0.25,0.2,1,1,"Tail",-0.0461080498894961,-0.0461080498894961,0.0614,0.00339499749631719,0.0502435646024483,FALSE
100,"Localized",0.25,0.2,1,2,"Uniform",-2.18959880655235e-05,-2.18959880655235e-05,0,0,0.0500000000549194,FALSE
100,"Localized",0.25,0.2,1,2,"Central",0.0282123738839925,0.0282123738839925,0.0486,0.0030409879973456,0.0500911799743755,FALSE
100,"Localized",0.25,0.2,1,2,"Tail",-0.0461080498894961,-0.0461080498894961,0.0454,0.00294410733499986,0.0502435646024483,FALSE
100,"Localized",0.25,0.2,1,3,"Uniform",-2.18959880655235e-05,-2.18959880655235e-05,0,0,0.0500000000549194,FALSE
100,"Localized",0.25,0.2,1,3,"Central",0.0282123738839925,0.0282123738839925,0.0492,0.00305873699425106,0.0500911799743755,FALSE
100,"Localized",0.25,0.2,1,3,"Tail",-0.0461080498894961,-0.0461080498894961,0.0434,0.00288154264240528,0.0502435646024483,FALSE
100,"Localized",0.25,0.2,1,5,"Uniform",-2.18959880655235e-05,-2.18959880655235e-05,0,0,0.0500000000549194,FALSE
100,"Localized",0.25,0.2,1,5,"Central",0.0282123738839925,0.0282123738839925,0.0434,0.00288154264240528,0.0500911799743755,FALSE
100,"Localized",0.25,0.2,1,5,"Tail",-0.0461080498894961,-0.0461080498894961,0.0548,0.00321860093829602,0.0502435646024483,FALSE
100,"Localized",0.25,0.2,1,8,"Uniform",-2.18959880655235e-05,-2.18959880655235e-05,0,0,0.0500000000549194,FALSE
100,"Localized",0.25,0.2,1,8,"Central",0.0282123738839925,0.0282123738839925,0.056,0.00325158422926425,0.0500911799743755,FALSE
100,"Localized",0.25,0.2,1,8,"Tail",-0.0461080498894961,-0.0461080498894961,0.0488,0.00304691844328003,0.0502435646024483,FALSE
100,"Localized",0.25,0.2,1.5,1,"Uniform",-2.18959880655235e-05,-3.28439820982853e-05,0,0,0.0500000001235685,FALSE
100,"Localized",0.25,0.2,1.5,1,"Central",0.0282123738839925,0.0423185608259888,0.0448,0.00292550713552369,0.0502051692415944,FALSE
100,"Localized",0.25,0.2,1.5,1,"Tail",-0.0461080498894961,-0.0691620748342441,0.0546,0.00321306209090332,0.0505481222187061,FALSE
100,"Localized",0.25,0.2,1.5,2,"Uniform",-2.18959880655235e-05,-3.28439820982853e-05,0,0,0.0500000001235685,FALSE
100,"Localized",0.25,0.2,1.5,2,"Central",0.0282123738839925,0.0423185608259888,0.0506,0.00309966578843591,0.0502051692415944,FALSE
100,"Localized",0.25,0.2,1.5,2,"Tail",-0.0461080498894961,-0.0691620748342441,0.055,0.0032241277890307,0.0505481222187061,FALSE
100,"Localized",0.25,0.2,1.5,3,"Uniform",-2.18959880655235e-05,-3.28439820982853e-05,0,0,0.0500000001235685,FALSE
100,"Localized",0.25,0.2,1.5,3,"Central",0.0282123738839925,0.0423185608259888,0.045,0.00293172304285381,0.0502051692415944,FALSE
100,"Localized",0.25,0.2,1.5,3,"Tail",-0.0461080498894961,-0.0691620748342441,0.0488,0.00304691844328003,0.0505481222187061,FALSE
100,"Localized",0.25,0.2,1.5,5,"Uniform",-2.18959880655235e-05,-3.28439820982853e-05,0,0,0.0500000001235685,FALSE
100,"Localized",0.25,0.2,1.5,5,"Central",0.0282123738839925,0.0423185608259888,0.0466,0.00298088711627931,0.0502051692415944,FALSE
100,"Localized",0.25,0.2,1.5,5,"Tail",-0.0461080498894961,-0.0691620748342441,0.0558,0.00324611644892786,0.0505481222187061,FALSE
100,"Localized",0.25,0.2,1.5,8,"Uniform",-2.18959880655235e-05,-3.28439820982853e-05,0,0,0.0500000001235685,FALSE
100,"Localized",0.25,0.2,1.5,8,"Central",0.0282123738839925,0.0423185608259888,0.0534,0.00317957355631223,0.0502051692415944,FALSE
100,"Localized",0.25,0.2,1.5,8,"Tail",-0.0461080498894961,-0.0691620748342441,0.0484,0.00303504332753257,0.0505481222187061,FALSE
100,"Localized",0.25,0.2,2,1,"Uniform",-2.18959880655235e-05,-4.3791976131047e-05,0,0,0.0500000002196773,FALSE
100,"Localized",0.25,0.2,2,1,"Central",0.0282123738839925,0.0564247477679851,0.0464,0.00297479545515318,0.050364780878478,FALSE
100,"Localized",0.25,0.2,2,1,"Tail",-0.0461080498894961,-0.0922160997789921,0.054,0.00319637294444813,0.0509746924710218,FALSE
100,"Localized",0.25,0.2,2,2,"Uniform",-2.18959880655235e-05,-4.3791976131047e-05,0,0,0.0500000002196773,FALSE
100,"Localized",0.25,0.2,2,2,"Central",0.0282123738839925,0.0564247477679851,0.0468,0.00298696367570816,0.050364780878478,FALSE
100,"Localized",0.25,0.2,2,2,"Tail",-0.0461080498894961,-0.0922160997789921,0.0494,0.0030646252625729,0.0509746924710218,FALSE
100,"Localized",0.25,0.2,2,3,"Uniform",-2.18959880655235e-05,-4.3791976131047e-05,0,0,0.0500000002196773,FALSE
100,"Localized",0.25,0.2,2,3,"Central",0.0282123738839925,0.0564247477679851,0.0494,0.0030646252625729,0.050364780878478,FALSE
100,"Localized",0.25,0.2,2,3,"Tail",-0.0461080498894961,-0.0922160997789921,0.0476,0.00301112072159188,0.0509746924710218,FALSE
100,"Localized",0.25,0.2,2,5,"Uniform",-2.18959880655235e-05,-4.3791976131047e-05,0,0,0.0500000002196773,FALSE
100,"Localized",0.25,0.2,2,5,"Central",0.0282123738839925,0.0564247477679851,0.0408,0.00279769047608916,0.050364780878478,FALSE
100,"Localized",0.25,0.2,2,5,"Tail",-0.0461080498894961,-0.0922160997789921,0.0468,0.00298696367570816,0.0509746924710218,FALSE
100,"Localized",0.25,0.2,2,8,"Uniform",-2.18959880655235e-05,-4.3791976131047e-05,0,0,0.0500000002196773,FALSE
100,"Localized",0.25,0.2,2,8,"Central",0.0282123738839925,0.0564247477679851,0.0536,0.00318518570887162,0.050364780878478,FALSE
100,"Localized",0.25,0.2,2,8,"Tail",-0.0461080498894961,-0.0922160997789921,0.0512,0.0031170036894428,0.0509746924710218,FALSE
100,"Localized",0.5,0.05,0.5,1,"Uniform",-1.25318872553162e-05,-6.26594362765812e-06,0,0,0.0500000000044975,FALSE
100,"Localized",0.5,0.05,0.5,1,"Central",0.0554867578687897,0.0277433789343948,0.0468,0.00298696367570816,0.0500881735067002,FALSE
100,"Localized",0.5,0.05,0.5,1,"Tail",-0.0906148658209355,-0.0453074329104678,0.0536,0.00318518570887162,0.0502351783558853,FALSE
100,"Localized",0.5,0.05,0.5,2,"Uniform",-1.25318872553162e-05,-6.26594362765812e-06,0,0,0.0500000000044975,FALSE
100,"Localized",0.5,0.05,0.5,2,"Central",0.0554867578687897,0.0277433789343948,0.0442,0.00290676314824583,0.0500881735067002,FALSE
100,"Localized",0.5,0.05,0.5,2,"Tail",-0.0906148658209355,-0.0453074329104678,0.047,0.00299302522541993,0.0502351783558853,FALSE
100,"Localized",0.5,0.05,0.5,3,"Uniform",-1.25318872553162e-05,-6.26594362765812e-06,0,0,0.0500000000044975,FALSE
100,"Localized",0.5,0.05,0.5,3,"Central",0.0554867578687897,0.0277433789343948,0.0458,0.00295642892693195,0.0500881735067002,FALSE
100,"Localized",0.5,0.05,0.5,3,"Tail",-0.0906148658209355,-0.0453074329104678,0.0578,0.00330027756408457,0.0502351783558853,FALSE
100,"Localized",0.5,0.05,0.5,5,"Uniform",-1.25318872553162e-05,-6.26594362765812e-06,0,0,0.0500000000044975,FALSE
100,"Localized",0.5,0.05,0.5,5,"Central",0.0554867578687897,0.0277433789343948,0.0422,0.00284320804725929,0.0500881735067002,FALSE
100,"Localized",0.5,0.05,0.5,5,"Tail",-0.0906148658209355,-0.0453074329104678,0.05,0.00308220700148449,0.0502351783558853,FALSE
100,"Localized",0.5,0.05,0.5,8,"Uniform",-1.25318872553162e-05,-6.26594362765812e-06,0,0,0.0500000000044975,FALSE
100,"Localized",0.5,0.05,0.5,8,"Central",0.0554867578687897,0.0277433789343948,0.0512,0.0031170036894428,0.0500881735067002,FALSE
100,"Localized",0.5,0.05,0.5,8,"Tail",-0.0906148658209355,-0.0453074329104678,0.052,0.00313993630508646,0.0502351783558853,FALSE
100,"Localized",0.5,0.05,1,1,"Uniform",-1.25318872553162e-05,-1.25318872553162e-05,0,0,0.0500000000179899,FALSE
100,"Localized",0.5,0.05,1,1,"Central",0.0554867578687897,0.0554867578687897,0.041,0.00280424677944007,0.0503527510554154,FALSE
100,"Localized",0.5,0.05,1,1,"Tail",-0.0906148658209355,-0.0906148658209355,0.0566,0.00326791799162709,0.0509411181638095,FALSE
100,"Localized",0.5,0.05,1,2,"Uniform",-1.25318872553162e-05,-1.25318872553162e-05,0,0,0.0500000000179899,FALSE
100,"Localized",0.5,0.05,1,2,"Central",0.0554867578687897,0.0554867578687897,0.0416,0.00282380735886852,0.0503527510554154,FALSE
100,"Localized",0.5,0.05,1,2,"Tail",-0.0906148658209355,-0.0906148658209355,0.0524,0.00315132480077824,0.0509411181638095,FALSE
100,"Localized",0.5,0.05,1,3,"Uniform",-1.25318872553162e-05,-1.25318872553162e-05,0,0,0.0500000000179899,FALSE
100,"Localized",0.5,0.05,1,3,"Central",0.0554867578687897,0.0554867578687897,0.0442,0.00290676314824583,0.0503527510554154,FALSE
100,"Localized",0.5,0.05,1,3,"Tail",-0.0906148658209355,-0.0906148658209355,0.0522,0.00314563697841947,0.0509411181638095,FALSE
100,"Localized",0.5,0.05,1,5,"Uniform",-1.25318872553162e-05,-1.25318872553162e-05,0,0,0.0500000000179899,FALSE
100,"Localized",0.5,0.05,1,5,"Central",0.0554867578687897,0.0554867578687897,0.0408,0.00279769047608916,0.0503527510554154,FALSE
100,"Localized",0.5,0.05,1,5,"Tail",-0.0906148658209355,-0.0906148658209355,0.0502,0.00308804015517933,0.0509411181638095,FALSE
100,"Localized",0.5,0.05,1,8,"Uniform",-1.25318872553162e-05,-1.25318872553162e-05,0,0,0.0500000000179899,FALSE
100,"Localized",0.5,0.05,1,8,"Central",0.0554867578687897,0.0554867578687897,0.0522,0.00314563697841947,0.0503527510554154,FALSE
100,"Localized",0.5,0.05,1,8,"Tail",-0.0906148658209355,-0.0906148658209355,0.0614,0.00339499749631719,0.0509411181638095,FALSE
100,"Localized",0.5,0.05,1.5,1,"Uniform",-1.25318872553162e-05,-1.87978308829744e-05,0,0,0.0500000000404774,FALSE
100,"Localized",0.5,0.05,1.5,1,"Central",0.0554867578687897,0.0832301368031845,0.0426,0.00285605462132642,0.0507939032802147,FALSE
100,"Localized",0.5,0.05,1.5,1,"Tail",-0.0906148658209355,-0.135922298731403,0.0554,0.00323514574633045,0.0521190250888612,FALSE
100,"Localized",0.5,0.05,1.5,2,"Uniform",-1.25318872553162e-05,-1.87978308829744e-05,0,0,0.0500000000404774,FALSE
100,"Localized",0.5,0.05,1.5,2,"Central",0.0554867578687897,0.0832301368031845,0.0392,0.0027445713690848,0.0507939032802147,FALSE
100,"Localized",0.5,0.05,1.5,2,"Tail",-0.0906148658209355,-0.135922298731403,0.0444,0.00291302729132427,0.0521190250888612,FALSE
100,"Localized",0.5,0.05,1.5,3,"Uniform",-1.25318872553162e-05,-1.87978308829744e-05,0,0,0.0500000000404774,FALSE
100,"Localized",0.5,0.05,1.5,3,"Central",0.0554867578687897,0.0832301368031845,0.0414,0.00281730509529941,0.0507939032802147,FALSE
100,"Localized",0.5,0.05,1.5,3,"Tail",-0.0906148658209355,-0.135922298731403,0.0478,0.00301712313305241,0.0521190250888612,FALSE
100,"Localized",0.5,0.05,1.5,5,"Uniform",-1.25318872553162e-05,-1.87978308829744e-05,0,0,0.0500000000404774,FALSE
100,"Localized",0.5,0.05,1.5,5,"Central",0.0554867578687897,0.0832301368031845,0.0364,0.00264858603787002,0.0507939032802147,FALSE
100,"Localized",0.5,0.05,1.5,5,"Tail",-0.0906148658209355,-0.135922298731403,0.0486,0.0030409879973456,0.0521190250888612,FALSE
100,"Localized",0.5,0.05,1.5,8,"Uniform",-1.25318872553162e-05,-1.87978308829744e-05,0,0,0.0500000000404774,FALSE
100,"Localized",0.5,0.05,1.5,8,"Central",0.0554867578687897,0.0832301368031845,0.051,0.00311123769583746,0.0507939032802147,FALSE
100,"Localized",0.5,0.05,1.5,8,"Tail",-0.0906148658209355,-0.135922298731403,0.0538,0.00319078548323136,0.0521190250888612,FALSE
100,"Localized",0.5,0.05,2,1,"Uniform",-1.25318872553162e-05,-2.50637745106325e-05,0,0,0.0500000000719597,FALSE
100,"Localized",0.5,0.05,2,1,"Central",0.0554867578687897,0.110973515737579,0.0318,0.00248148181536758,0.0514119130671076,FALSE
100,"Localized",0.5,0.05,2,1,"Tail",-0.0906148658209355,-0.181229731641871,0.0642,0.00346636293541227,0.0537708801454311,FALSE
100,"Localized",0.5,0.05,2,2,"Uniform",-1.25318872553162e-05,-2.50637745106325e-05,0,0,0.0500000000719597,FALSE
100,"Localized",0.5,0.05,2,2,"Central",0.0554867578687897,0.110973515737579,0.0406,0.00279111590586991,0.0514119130671076,FALSE
100,"Localized",0.5,0.05,2,2,"Tail",-0.0906148658209355,-0.181229731641871,0.0502,0.00308804015517933,0.0537708801454311,FALSE
100,"Localized",0.5,0.05,2,3,"Uniform",-1.25318872553162e-05,-2.50637745106325e-05,0,0,0.0500000000719597,FALSE
100,"Localized",0.5,0.05,2,3,"Central",0.0554867578687897,0.110973515737579,0.0366,0.00265557677350891,0.0514119130671076,FALSE
100,"Localized",0.5,0.05,2,3,"Tail",-0.0906148658209355,-0.181229731641871,0.0524,0.00315132480077824,0.0537708801454311,FALSE
100,"Localized",0.5,0.05,2,5,"Uniform",-1.25318872553162e-05,-2.50637745106325e-05,0,0,0.0500000000719597,FALSE
100,"Localized",0.5,0.05,2,5,"Central",0.0554867578687897,0.110973515737579,0.0374,0.00268332778467335,0.0514119130671076,FALSE
100,"Localized",0.5,0.05,2,5,"Tail",-0.0906148658209355,-0.181229731641871,0.0466,0.00298088711627931,0.0537708801454311,FALSE
100,"Localized",0.5,0.05,2,8,"Uniform",-1.25318872553162e-05,-2.50637745106325e-05,0,0,0.0500000000719597,FALSE
100,"Localized",0.5,0.05,2,8,"Central",0.0554867578687897,0.110973515737579,0.0532,0.00317394895989208,0.0514119130671076,FALSE
100,"Localized",0.5,0.05,2,8,"Tail",-0.0906148658209355,-0.181229731641871,0.044,0.00290048271844533,0.0537708801454311,FALSE
100,"Localized",0.5,0.1,0.5,1,"Uniform",-2.50633896819888e-05,-1.25316948409944e-05,0,0,0.0500000000179894,FALSE
100,"Localized",0.5,0.1,0.5,1,"Central",0.100677150567392,0.0503385752836961,0.0386,0.00272433624943765,0.0502903186303343,FALSE
100,"Localized",0.5,0.1,0.5,1,"Tail",-0.164420039324534,-0.0822100196622668,0.0538,0.00319078548323136,0.0507745523403663,FALSE
100,"Localized",0.5,0.1,0.5,2,"Uniform",-2.50633896819888e-05,-1.25316948409944e-05,0,0,0.0500000000179894,FALSE
100,"Localized",0.5,0.1,0.5,2,"Central",0.100677150567392,0.0503385752836961,0.0396,0.00275796446677618,0.0502903186303343,FALSE
100,"Localized",0.5,0.1,0.5,2,"Tail",-0.164420039324534,-0.0822100196622668,0.051,0.00311123769583746,0.0507745523403663,FALSE
100,"Localized",0.5,0.1,0.5,3,"Uniform",-2.50633896819888e-05,-1.25316948409944e-05,0,0,0.0500000000179894,FALSE
100,"Localized",0.5,0.1,0.5,3,"Central",0.100677150567392,0.0503385752836961,0.042,0.00283675871374356,0.0502903186303343,FALSE
100,"Localized",0.5,0.1,0.5,3,"Tail",-0.164420039324534,-0.0822100196622668,0.0476,0.00301112072159188,0.0507745523403663,FALSE
100,"Localized",0.5,0.1,0.5,5,"Uniform",-2.50633896819888e-05,-1.25316948409944e-05,0,0,0.0500000000179894,FALSE
100,"Localized",0.5,0.1,0.5,5,"Central",0.100677150567392,0.0503385752836961,0.043,0.00286883251515316,0.0502903186303343,FALSE
100,"Localized",0.5,0.1,0.5,5,"Tail",-0.164420039324534,-0.0822100196622668,0.0474,0.00300510365877785,0.0507745523403663,FALSE
100,"Localized",0.5,0.1,0.5,8,"Uniform",-2.50633896819888e-05,-1.25316948409944e-05,0,0,0.0500000000179894,FALSE
100,"Localized",0.5,0.1,0.5,8,"Central",0.100677150567392,0.0503385752836961,0.0528,0.00316266216975509,0.0502903186303343,FALSE
100,"Localized",0.5,0.1,0.5,8,"Tail",-0.164420039324534,-0.0822100196622668,0.0526,0.00315699984162179,0.0507745523403663,FALSE
100,"Localized",0.5,0.1,1,1,"Uniform",-2.50633896819888e-05,-2.50633896819888e-05,0,0,0.0500000000719576,FALSE
100,"Localized",0.5,0.1,1,1,"Central",0.100677150567392,0.100677150567392,0.0384,0.00271755183943195,0.0511618907517446,FALSE
100,"Localized",0.5,0.1,1,1,"Tail",-0.164420039324534,-0.164420039324534,0.0574,0.0032895361375124,0.053102561257984,FALSE
100,"Localized",0.5,0.1,1,2,"Uniform",-2.50633896819888e-05,-2.50633896819888e-05,0,0,0.0500000000719576,FALSE
100,"Localized",0.5,0.1,1,2,"Central",0.100677150567392,0.100677150567392,0.0416,0.00282380735886852,0.0511618907517446,FALSE
100,"Localized",0.5,0.1,1,2,"Tail",-0.164420039324534,-0.164420039324534,0.054,0.00319637294444813,0.053102561257984,FALSE
100,"Localized",0.5,0.1,1,3,"Uniform",-2.50633896819888e-05,-2.50633896819888e-05,0,0,0.0500000000719576,FALSE
100,"Localized",0.5,0.1,1,3,"Central",0.100677150567392,0.100677150567392,0.0352,0.00260618341641566,0.0511618907517446,FALSE
100,"Localized",0.5,0.1,1,3,"Tail",-0.164420039324534,-0.164420039324534,0.0522,0.00314563697841947,0.053102561257984,FALSE
100,"Localized",0.5,0.1,1,5,"Uniform",-2.50633896819888e-05,-2.50633896819888e-05,0,0,0.0500000000719576,FALSE
100,"Localized",0.5,0.1,1,5,"Central",0.100677150567392,0.100677150567392,0.0364,0.00264858603787002,0.0511618907517446,FALSE
100,"Localized",0.5,0.1,1,5,"Tail",-0.164420039324534,-0.164420039324534,0.05,0.00308220700148449,0.053102561257984,FALSE
100,"Localized",0.5,0.1,1,8,"Uniform",-2.50633896819888e-05,-2.50633896819888e-05,0,0,0.0500000000719576,FALSE
100,"Localized",0.5,0.1,1,8,"Central",0.100677150567392,0.100677150567392,0.051,0.00311123769583746,0.0511618907517446,FALSE
100,"Localized",0.5,0.1,1,8,"Tail",-0.164420039324534,-0.164420039324534,0.0554,0.00323514574633045,0.053102561257984,FALSE
100,"Localized",0.5,0.1,1.5,1,"Uniform",-2.50633896819888e-05,-3.75950845229833e-05,0,0,0.0500000001619043,FALSE
100,"Localized",0.5,0.1,1.5,1,"Central",0.100677150567392,0.151015725851088,0.0314,0.00246633493264804,0.0526165489722555,FALSE
100,"Localized",0.5,0.1,1.5,1,"Tail",-0.164420039324534,-0.2466300589868,0.0654,0.00349636496950762,0.0569967789714435,FALSE
100,"Localized",0.5,0.1,1.5,2,"Uniform",-2.50633896819888e-05,-3.75950845229833e-05,0,0,0.0500000001619043,FALSE
100,"Localized",0.5,0.1,1.5,2,"Central",0.100677150567392,0.151015725851088,0.0338,0.0025556822963741,0.0526165489722555,FALSE
100,"Localized",0.5,0.1,1.5,2,"Tail",-0.164420039324534,-0.2466300589868,0.0554,0.00323514574633045,0.0569967789714435,FALSE
100,"Localized",0.5,0.1,1.5,3,"Uniform",-2.50633896819888e-05,-3.75950845229833e-05,0,0,0.0500000001619043,FALSE
100,"Localized",0.5,0.1,1.5,3,"Central",0.100677150567392,0.151015725851088,0.0362,0.00264157377334043,0.0526165489722555,FALSE
100,"Localized",0.5,0.1,1.5,3,"Tail",-0.164420039324534,-0.2466300589868,0.0526,0.00315699984162179,0.0569967789714435,FALSE
100,"Localized",0.5,0.1,1.5,5,"Uniform",-2.50633896819888e-05,-3.75950845229833e-05,0,0,0.0500000001619043,FALSE
100,"Localized",0.5,0.1,1.5,5,"Central",0.100677150567392,0.151015725851088,0.034,0.0025629670306112,0.0526165489722555,FALSE
100,"Localized",0.5,0.1,1.5,5,"Tail",-0.164420039324534,-0.2466300589868,0.053,0.00316831185333767,0.0569967789714435,FALSE
100,"Localized",0.5,0.1,1.5,8,"Uniform",-2.50633896819888e-05,-3.75950845229833e-05,0,0,0.0500000001619043,FALSE
100,"Localized",0.5,0.1,1.5,8,"Central",0.100677150567392,0.151015725851088,0.0436,0.00288787257336608,0.0526165489722555,FALSE
100,"Localized",0.5,0.1,1.5,8,"Tail",-0.164420039324534,-0.2466300589868,0.048,0.00302311098043059,0.0569967789714435,FALSE
100,"Localized",0.5,0.1,2,1,"Uniform",-2.50633896819888e-05,-5.01267793639777e-05,0,0,0.0500000002878298,FALSE
100,"Localized",0.5,0.1,2,1,"Central",0.100677150567392,0.201354301134784,0.0228,0.00211093154791907,0.0546572942405795,FALSE
100,"Localized",0.5,0.1,2,1,"Tail",-0.164420039324534,-0.328840078649067,0.07,0.00360832371053374,0.0624774583226576,FALSE
100,"Localized",0.5,0.1,2,2,"Uniform",-2.50633896819888e-05,-5.01267793639777e-05,0,0,0.0500000002878298,FALSE
100,"Localized",0.5,0.1,2,2,"Central",0.100677150567392,0.201354301134784,0.0344,0.00257746542168852,0.0546572942405795,FALSE
100,"Localized",0.5,0.1,2,2,"Tail",-0.164420039324534,-0.328840078649067,0.0572,0.00328414859590732,0.0624774583226576,FALSE
100,"Localized",0.5,0.1,2,3,"Uniform",-2.50633896819888e-05,-5.01267793639777e-05,0,0,0.0500000002878298,FALSE
100,"Localized",0.5,0.1,2,3,"Central",0.100677150567392,0.201354301134784,0.0304,0.00242799670510485,0.0546572942405795,FALSE
100,"Localized",0.5,0.1,2,3,"Tail",-0.164420039324534,-0.328840078649067,0.057,0.00327874976172321,0.0624774583226576,FALSE
100,"Localized",0.5,0.1,2,5,"Uniform",-2.50633896819888e-05,-5.01267793639777e-05,0,0,0.0500000002878298,FALSE
100,"Localized",0.5,0.1,2,5,"Central",0.100677150567392,0.201354301134784,0.0298,0.00240466047499434,0.0546572942405795,FALSE
100,"Localized",0.5,0.1,2,5,"Tail",-0.164420039324534,-0.328840078649067,0.052,0.00313993630508646,0.0624774583226576,FALSE
100,"Localized",0.5,0.1,2,8,"Uniform",-2.50633896819888e-05,-5.01267793639777e-05,0,0,0.0500000002878298,FALSE
100,"Localized",0.5,0.1,2,8,"Central",0.100677150567392,0.201354301134784,0.0452,0.00293792307591605,0.0546572942405795,FALSE
100,"Localized",0.5,0.1,2,8,"Tail",-0.164420039324534,-0.328840078649067,0.0454,0.00294410733499986,0.0624774583226576,FALSE
100,"Localized",0.5,0.2,0.5,1,"Uniform",-4.51126633094548e-05,-2.25563316547274e-05,0,0,0.0500000000582819,FALSE
100,"Localized",0.5,0.2,0.5,1,"Central",0.127129858337826,0.0635649291689132,0.0428,0.00286245209566903,0.050462971190307,FALSE
100,"Localized",0.5,0.2,0.5,1,"Tail",-0.207651156137219,-0.103825578068609,0.0604,0.00336903072114221,0.0512357528846404,FALSE
100,"Localized",0.5,0.2,0.5,2,"Uniform",-4.51126633094548e-05,-2.25563316547274e-05,0,0,0.0500000000582819,FALSE
100,"Localized",0.5,0.2,0.5,2,"Central",0.127129858337826,0.0635649291689132,0.0412,0.00281078494374792,0.050462971190307,FALSE
100,"Localized",0.5,0.2,0.5,2,"Tail",-0.207651156137219,-0.103825578068609,0.0444,0.00291302729132427,0.0512357528846404,FALSE
100,"Localized",0.5,0.2,0.5,3,"Uniform",-4.51126633094548e-05,-2.25563316547274e-05,0,0,0.0500000000582819,FALSE
100,"Localized",0.5,0.2,0.5,3,"Central",0.127129858337826,0.0635649291689132,0.0414,0.00281730509529941,0.050462971190307,FALSE
