"n","x0","delta","r","Weight","Power","MCSE"
200,0.75,0.1,3,"Central",0.0092,0.00135021183523179
200,0.75,0.1,3,"Tail",0.1892,0.00553901363060247
200,0.75,0.1,5,"Uniform",0,0
200,0.75,0.1,5,"Central",0.0082,0.00127536347760158
200,0.75,0.1,5,"Tail",0.1984,0.00563981276284949
200,0.75,0.1,8,"Uniform",0,0
200,0.75,0.1,8,"Central",0.008,0.00125984125984189
200,0.75,0.1,8,"Tail",0.1768,0.00539521565834027
200,0.75,0.2,1,"Uniform",0,0
200,0.75,0.2,1,"Central",6e-04,0.000346306222872186
200,0.75,0.2,1,"Tail",0.5642,0.00701253677352212
200,0.75,0.2,2,"Uniform",0,0
200,0.75,0.2,2,"Central",2e-04,0.0001999799989999
200,0.75,0.2,2,"Tail",0.6356,0.00680606553009887
200,0.75,0.2,3,"Uniform",0,0
200,0.75,0.2,3,"Central",0,0
200,0.75,0.2,3,"Tail",0.6464,0.00676116912966981
200,0.75,0.2,5,"Uniform",0,0
200,0.75,0.2,5,"Central",2e-04,0.0001999799989999
200,0.75,0.2,5,"Tail",0.6506,0.00674269441692266
200,0.75,0.2,8,"Uniform",0,0
200,0.75,0.2,8,"Central",0,0
200,0.75,0.2,8,"Tail",0.5752,0.00699063602256619
200,0.75,0.4,1,"Uniform",0,0
200,0.75,0.4,1,"Central",0.6952,0.00650994562189271
200,0.75,0.4,1,"Tail",0.0024,0.000691988439209789
200,0.75,0.4,2,"Uniform",0,0
200,0.75,0.4,2,"Central",0.6026,0.00692059592809752
200,0.75,0.4,2,"Tail",0.0034,0.0008232180756033
200,0.75,0.4,3,"Uniform",0,0
200,0.75,0.4,3,"Central",0.5366,0.00705209812750787
200,0.75,0.4,3,"Tail",0.0034,0.0008232180756033
200,0.75,0.4,5,"Uniform",0,0
200,0.75,0.4,5,"Central",0.4464,0.00703032061857779
200,0.75,0.4,5,"Tail",0.0058,0.00107390502373348
200,0.75,0.4,8,"Uniform",0,0
200,0.75,0.4,8,"Central",0.3366,0.00668282036269119
200,0.75,0.4,8,"Tail",0.005,0.000997496867163
500,0.25,0.05,1,"Uniform",0,0
500,0.25,0.05,1,"Central",0.0634,0.00344617004803884
500,0.25,0.05,1,"Tail",0.0398,0.00276463234445378
500,0.25,0.05,2,"Uniform",0,0
500,0.25,0.05,2,"Central",0.0536,0.00318518570887162
500,0.25,0.05,2,"Tail",0.0382,0.0027107474983849
500,0.25,0.05,3,"Uniform",0,0
500,0.25,0.05,3,"Central",0.0604,0.00336903072114221
500,0.25,0.05,3,"Tail",0.0326,0.00251146331846595
500,0.25,0.05,5,"Uniform",0,0
500,0.25,0.05,5,"Central",0.0588,0.00332693733033852
500,0.25,0.05,5,"Tail",0.0466,0.00298088711627931
500,0.25,0.05,8,"Uniform",0,0
500,0.25,0.05,8,"Central",0.0584,0.00331630637909105
500,0.25,0.05,8,"Tail",0.0496,0.00307049963361014
500,0.25,0.1,1,"Uniform",0,0
500,0.25,0.1,1,"Central",0.0784,0.00380140605565888
500,0.25,0.1,1,"Tail",0.0302,0.00242024626846112
500,0.25,0.1,2,"Uniform",0,0
500,0.25,0.1,2,"Central",0.0668,0.00353094208392038
500,0.25,0.1,2,"Tail",0.0346,0.0025846794772273
500,0.25,0.1,3,"Uniform",0,0
500,0.25,0.1,3,"Central",0.0726,0.00366958417262774
500,0.25,0.1,3,"Tail",0.0304,0.00242799670510485
500,0.25,0.1,5,"Uniform",0,0
500,0.25,0.1,5,"Central",0.0636,0.0034512328232097
500,0.25,0.1,5,"Tail",0.0468,0.00298696367570816
500,0.25,0.1,8,"Uniform",0,0
500,0.25,0.1,8,"Central",0.0606,0.00337424480439698
500,0.25,0.1,8,"Tail",0.049,0.00305283474822991
500,0.25,0.2,1,"Uniform",0,0
500,0.25,0.2,1,"Central",0.1084,0.00439657685023246
500,0.25,0.2,1,"Tail",0.022,0.00207441558035028
500,0.25,0.2,2,"Uniform",0,0
500,0.25,0.2,2,"Central",0.0876,0.00399815557476194
500,0.25,0.2,2,"Tail",0.0244,0.00218195508661384
500,0.25,0.2,3,"Uniform",0,0
500,0.25,0.2,3,"Central",0.0816,0.0038714710382489
500,0.25,0.2,3,"Tail",0.0318,0.00248148181536758
500,0.25,0.2,5,"Uniform",0,0
500,0.25,0.2,5,"Central",0.0666,0.00352603006226549
500,0.25,0.2,5,"Tail",0.0404,0.00278452293939195
500,0.25,0.2,8,"Uniform",0,0
500,0.25,0.2,8,"Central",0.045,0.00293172304285381
500,0.25,0.2,8,"Tail",0.0582,0.003310974478911
500,0.25,0.4,1,"Uniform",0,0
500,0.25,0.4,1,"Central",0.1718,0.00533450578779328
500,0.25,0.4,1,"Tail",0.0152,0.00173025778426222
500,0.25,0.4,2,"Uniform",0,0
500,0.25,0.4,2,"Central",0.1056,0.00434623147105628
500,0.25,0.4,2,"Tail",0.0278,0.00232495849425318
500,0.25,0.4,3,"Uniform",0,0
500,0.25,0.4,3,"Central",0.0804,0.0038454086908936
500,0.25,0.4,3,"Tail",0.0296,0.00239682456596222
500,0.25,0.4,5,"Uniform",0,0
500,0.25,0.4,5,"Central",0.0446,0.00291927525252416
500,0.25,0.4,5,"Tail",0.0628,0.00343092290790685
500,0.25,0.4,8,"Uniform",0,0
500,0.25,0.4,8,"Central",0.0198,0.00197017562668915
500,0.25,0.4,8,"Tail",0.0992,0.00422751369010202
500,0.5,0.05,1,"Uniform",0,0
500,0.5,0.05,1,"Central",0.0504,0.00309385972532693
500,0.5,0.05,1,"Tail",0.0544,0.0032075111847038
500,0.5,0.05,2,"Uniform",0,0
500,0.5,0.05,2,"Central",0.0448,0.00292550713552369
500,0.5,0.05,2,"Tail",0.0506,0.00309966578843591
500,0.5,0.05,3,"Uniform",0,0
500,0.5,0.05,3,"Central",0.0506,0.00309966578843591
500,0.5,0.05,3,"Tail",0.0462,0.00296868859936505
500,0.5,0.05,5,"Uniform",0,0
500,0.5,0.05,5,"Central",0.0502,0.00308804015517933
500,0.5,0.05,5,"Tail",0.0522,0.00314563697841947
500,0.5,0.05,8,"Uniform",0,0
500,0.5,0.05,8,"Central",0.0512,0.0031170036894428
500,0.5,0.05,8,"Tail",0.052,0.00313993630508646
500,0.5,0.1,1,"Uniform",0,0
500,0.5,0.1,1,"Central",0.056,0.00325158422926425
500,0.5,0.1,1,"Tail",0.0514,0.00312275647465504
500,0.5,0.1,2,"Uniform",0,0
500,0.5,0.1,2,"Central",0.0482,0.00302908435009658
500,0.5,0.1,2,"Tail",0.0536,0.00318518570887162
500,0.5,0.1,3,"Uniform",0,0
500,0.5,0.1,3,"Central",0.0596,0.00334806929438445
500,0.5,0.1,3,"Tail",0.0478,0.00301712313305241
500,0.5,0.1,5,"Uniform",0,0
500,0.5,0.1,5,"Central",0.054,0.00319637294444813
500,0.5,0.1,5,"Tail",0.0578,0.00330027756408457
500,0.5,0.1,8,"Uniform",0,0
500,0.5,0.1,8,"Central",0.0598,0.00335332551357604
500,0.5,0.1,8,"Tail",0.0572,0.00328414859590732
500,0.5,0.2,1,"Uniform",0,0
500,0.5,0.2,1,"Central",0.057,0.00327874976172321
500,0.5,0.2,1,"Tail",0.055,0.0032241277890307
500,0.5,0.2,2,"Uniform",0,0
500,0.5,0.2,2,"Central",0.0546,0.00321306209090332
500,0.5,0.2,2,"Tail",0.057,0.00327874976172321
500,0.5,0.2,3,"Uniform",0,0
500,0.5,0.2,3,"Central",0.0698,0.00360355269144216
500,0.5,0.2,3,"Tail",0.0548,0.00321860093829602
500,0.5,0.2,5,"Uniform",0,0
500,0.5,0.2,5,"Central",0.069,0.00358438279205779
500,0.5,0.2,5,"Tail",0.0714,0.0036414843127494
500,0.5,0.2,8,"Uniform",0,0
500,0.5,0.2,8,"Central",0.0754,0.00373402838767999
500,0.5,0.2,8,"Tail",0.0642,0.00346636293541227
500,0.5,0.4,1,"Uniform",0,0
500,0.5,0.4,1,"Central",0.0984,0.00421230198347649
500,0.5,0.4,1,"Tail",0.0796,0.00382789341544406
500,0.5,0.4,2,"Uniform",0,0
500,0.5,0.4,2,"Central",0.095,0.00414668542332307
500,0.5,0.4,2,"Tail",0.0744,0.0037111895667023
500,0.5,0.4,3,"Uniform",0,0
500,0.5,0.4,3,"Central",0.0974,0.00419316682234323
500,0.5,0.4,3,"Tail",0.0728,0.00367423896882062
500,0.5,0.4,5,"Uniform",0,0
500,0.5,0.4,5,"Central",0.0966,0.00417776112289824
500,0.5,0.4,5,"Tail",0.069,0.00358438279205779
500,0.5,0.4,8,"Uniform",0,0
500,0.5,0.4,8,"Central",0.0794,0.00382349682882045
500,0.5,0.4,8,"Tail",0.0626,0.00342582077756557
500,0.75,0.05,1,"Uniform",0,0
500,0.75,0.05,1,"Central",0.0146,0.00169628063715884
500,0.75,0.05,1,"Tail",0.1256,0.00468667558083552
500,0.75,0.05,2,"Uniform",0,0
500,0.75,0.05,2,"Central",0.0136,0.00163798901095215
500,0.75,0.05,2,"Tail",0.1108,0.00443899448073547
500,0.75,0.05,3,"Uniform",0,0
500,0.75,0.05,3,"Central",0.0174,0.00184917495116065
500,0.75,0.05,3,"Tail",0.109,0.00440724403681031
500,0.75,0.05,5,"Uniform",0,0
500,0.75,0.05,5,"Central",0.0194,0.00195057119839292
500,0.75,0.05,5,"Tail",0.1208,0.00460884714435183
500,0.75,0.05,8,"Uniform",0,0
500,0.75,0.05,8,"Central",0.02,0.00197989898732233
500,0.75,0.05,8,"Tail",0.1306,0.00476536756189908
500,0.75,0.1,1,"Uniform",0,0
500,0.75,0.1,1,"Central",8e-04,0.000399839967987194
500,0.75,0.1,1,"Tail",0.3106,0.00654412163701134
500,0.75,0.1,2,"Uniform",0,0
500,0.75,0.1,2,"Central",0.0026,0.000720172201629582
500,0.75,0.1,2,"Tail",0.33,0.00664981202741852
500,0.75,0.1,3,"Uniform",0,0
500,0.75,0.1,3,"Central",0.002,0.000631822759957253
500,0.75,0.1,3,"Tail",0.3252,0.00662487675357059
500,0.75,0.1,5,"Uniform",0,0
500,0.75,0.1,5,"Central",0.0012,0.000489603921552922
500,0.75,0.1,5,"Tail",0.3452,0.0067236442499585
500,0.75,0.1,8,"Uniform",0,0
500,0.75,0.1,8,"Central",0.0014,0.000528779727296726
500,0.75,0.1,8,"Tail",0.3708,0.00683092028939
500,0.75,0.2,1,"Uniform",0,0
500,0.75,0.2,1,"Central",0,0
500,0.75,0.2,1,"Tail",0.9166,0.00391010076596499
500,0.75,0.2,2,"Uniform",0,0
500,0.75,0.2,2,"Central",0,0
500,0.75,0.2,2,"Tail",0.9442,0.00324611644892786
500,0.75,0.2,3,"Uniform",0,0
500,0.75,0.2,3,"Central",0,0
500,0.75,0.2,3,"Tail",0.9544,0.00295027591929975
500,0.75,0.2,5,"Uniform",0,0
500,0.75,0.2,5,"Central",0,0
500,0.75,0.2,5,"Tail",0.9672,0.00251889499582655
500,0.75,0.2,8,"Uniform",0,0
500,0.75,0.2,8,"Central",0,0
500,0.75,0.2,8,"Tail",0.9654,0.0025846794772273
500,0.75,0.4,1,"Uniform",0,0
500,0.75,0.4,1,"Central",0.9086,0.00407543960818953
500,0.75,0.4,1,"Tail",2e-04,0.0001999799989999
500,0.75,0.4,2,"Uniform",0,0
500,0.75,0.4,2,"Central",0.866,0.00481755124518671
500,0.75,0.4,2,"Tail",0,0
500,0.75,0.4,3,"Uniform",0,0
500,0.75,0.4,3,"Central",0.8256,0.00536627692166552
500,0.75,0.4,3,"Tail",2e-04,0.0001999799989999
500,0.75,0.4,5,"Uniform",0,0
500,0.75,0.4,5,"Central",0.7388,0.00621248034202121
500,0.75,0.4,5,"Tail",0.0016,0.000565232695444982
500,0.75,0.4,8,"Uniform",0,0
500,0.75,0.4,8,"Central",0.6158,0.00687881326974355
500,0.75,0.4,8,"Tail",0.0028,0.000747283078893133
1000,0.25,0.05,1,"Uniform",0,0
1000,0.25,0.05,1,"Central",0.0666,0.00352603006226549
1000,0.25,0.05,1,"Tail",0.0386,0.00272433624943765
1000,0.25,0.05,2,"Uniform",0,0
1000,0.25,0.05,2,"Central",0.0744,0.0037111895667023
1000,0.25,0.05,2,"Tail",0.0366,0.00265557677350891
1000,0.25,0.05,3,"Uniform",0,0
1000,0.25,0.05,3,"Central",0.061,0.00338464178311383
1000,0.25,0.05,3,"Tail",0.0324,0.00250400638976821
1000,0.25,0.05,5,"Uniform",0,0
1000,0.25,0.05,5,"Central",0.0678,0.00355536664775941
1000,0.25,0.05,5,"Tail",0.0402,0.00277791144567281
1000,0.25,0.05,8,"Uniform",0,0
1000,0.25,0.05,8,"Central",0.0742,0.00370659844061911
1000,0.25,0.05,8,"Tail",0.0414,0.00281730509529941
1000,0.25,0.1,1,"Uniform",0,0
1000,0.25,0.1,1,"Central",0.093,0.00410733490234239
1000,0.25,0.1,1,"Tail",0.0264,0.00226729089443768
1000,0.25,0.1,2,"Uniform",0,0
1000,0.25,0.1,2,"Central",0.0986,0.00421611290171409
1000,0.25,0.1,2,"Tail",0.0284,0.00234918879615922
1000,0.25,0.1,3,"Uniform",0,0
1000,0.25,0.1,3,"Central",0.0804,0.0038454086908936
1000,0.25,0.1,3,"Tail",0.0254,0.00222507707731665
1000,0.25,0.1,5,"Uniform",0,0
1000,0.25,0.1,5,"Central",0.0754,0.00373402838767999
1000,0.25,0.1,5,"Tail",0.0348,0.00259187036712873
1000,0.25,0.1,8,"Uniform",0,0
1000,0.25,0.1,8,"Central",0.0692,0.00358918820905229
1000,0.25,0.1,8,"Tail",0.04,0.0027712812921102
1000,0.25,0.2,1,"Uniform",0,0
1000,0.25,0.2,1,"Central",0.1532,0.00509371691400298
1000,0.25,0.2,1,"Tail",0.0182,0.00189043698651925
1000,0.25,0.2,2,"Uniform",0,0
1000,0.25,0.2,2,"Central",0.1354,0.004838736198637
1000,0.25,0.2,2,"Tail",0.0204,0.00199919183671803
1000,0.25,0.2,3,"Uniform",0,0
1000,0.25,0.2,3,"Central",0.1054,0.00434259922166437
1000,0.25,0.2,3,"Tail",0.0226,0.00210186774084384
1000,0.25,0.2,5,"Uniform",0,0
1000,0.25,0.2,5,"Central",0.0782,0.00379696615734194
1000,0.25,0.2,5,"Tail",0.0362,0.00264157377334043
1000,0.25,0.2,8,"Uniform",0,0
1000,0.25,0.2,8,"Central",0.059,0.00333223648620562
1000,0.25,0.2,8,"Tail",0.0506,0.00309966578843591
1000,0.25,0.4,1,"Uniform",0,0
1000,0.25,0.4,1,"Central",0.251,0.00613186757847884
1000,0.25,0.4,1,"Tail",0.0072,0.00119567219587979
1000,0.25,0.4,2,"Uniform",0,0
1000,0.25,0.4,2,"Central",0.1694,0.00530478350170862
1000,0.25,0.4,2,"Tail",0.0154,0.00174142700105402
1000,0.25,0.4,3,"Uniform",0,0
1000,0.25,0.4,3,"Central",0.0954,0.00415448769404845
1000,0.25,0.4,3,"Tail",0.028,0.00233306665142683
1000,0.25,0.4,5,"Uniform",0,0
1000,0.25,0.4,5,"Central",0.0394,0.00275127752144345
1000,0.25,0.4,5,"Tail",0.061,0.00338464178311383
1000,0.25,0.4,8,"Uniform",0,0
1000,0.25,0.4,8,"Central",0.0196,0.001960399959192
1000,0.25,0.4,8,"Tail",0.1114,0.004449495252273
1000,0.5,0.05,1,"Uniform",0,0
1000,0.5,0.05,1,"Central",0.0518,0.0031342227106573
1000,0.5,0.05,1,"Tail",0.0572,0.00328414859590732
1000,0.5,0.05,2,"Uniform",0,0
1000,0.5,0.05,2,"Central",0.045,0.00293172304285381
1000,0.5,0.05,2,"Tail",0.052,0.00313993630508646
1000,0.5,0.05,3,"Uniform",0,0
1000,0.5,0.05,3,"Central",0.0506,0.00309966578843591
1000,0.5,0.05,3,"Tail",0.0468,0.00298696367570816
1000,0.5,0.05,5,"Uniform",0,0
1000,0.5,0.05,5,"Central",0.0532,0.00317394895989208
1000,0.5,0.05,5,"Tail",0.0466,0.00298088711627931
1000,0.5,0.05,8,"Uniform",0,0
1000,0.5,0.05,8,"Central",0.0532,0.00317394895989208
1000,0.5,0.05,8,"Tail",0.0454,0.00294410733499986
1000,0.5,0.1,1,"Uniform",0,0
1000,0.5,0.1,1,"Central",0.048,0.00302311098043059
1000,0.5,0.1,1,"Tail",0.0628,0.00343092290790685
1000,0.5,0.1,2,"Uniform",0,0
1000,0.5,0.1,2,"Central",0.057,0.00327874976172321
1000,0.5,0.1,2,"Tail",0.0624,0.00342070869850094
1000,0.5,0.1,3,"Uniform",0,0
1000,0.5,0.1,3,"Central",0.0468,0.00298696367570816
1000,0.5,0.1,3,"Tail",0.0478,0.00301712313305241
1000,0.5,0.1,5,"Uniform",0,0
1000,0.5,0.1,5,"Central",0.0638,0.00345628586780665
1000,0.5,0.1,5,"Tail",0.0532,0.00317394895989208
1000,0.5,0.1,8,"Uniform",0,0
1000,0.5,0.1,8,"Central",0.069,0.00358438279205779
1000,0.5,0.1,8,"Tail",0.0598,0.00335332551357604
1000,0.5,0.2,1,"Uniform",0,0
1000,0.5,0.2,1,"Central",0.056,0.00325158422926425
1000,0.5,0.2,1,"Tail",0.0636,0.0034512328232097
1000,0.5,0.2,2,"Uniform",0,0
1000,0.5,0.2,2,"Central",0.0732,0.00368352439926764
1000,0.5,0.2,2,"Tail",0.064,0.00346132922444543
1000,0.5,0.2,3,"Uniform",0,0
1000,0.5,0.2,3,"Central",0.0654,0.00349636496950762
1000,0.5,0.2,3,"Tail",0.0564,0.00326248494249399
1000,0.5,0.2,5,"Uniform",0,0
1000,0.5,0.2,5,"Central",0.0724,0.00366492128155572
1000,0.5,0.2,5,"Tail",0.064,0.00346132922444543
1000,0.5,0.2,8,"Uniform",0,0
1000,0.5,0.2,8,"Central",0.0876,0.00399815557476194
1000,0.5,0.2,8,"Tail",0.0682,0.00356507391227728
1000,0.5,0.4,1,"Uniform",0,0
1000,0.5,0.4,1,"Central",0.1014,0.00426891180513254
1000,0.5,0.4,1,"Tail",0.0978,0.00420083705944422
1000,0.5,0.4,2,"Uniform",0,0
1000,0.5,0.4,2,"Central",0.1068,0.00436792307624573
1000,0.5,0.4,2,"Tail",0.0914,0.00407543960818953
1000,0.5,0.4,3,"Uniform",0,0
1000,0.5,0.4,3,"Central",0.0958,0.00416226765117286
1000,0.5,0.4,3,"Tail",0.0784,0.00380140605565888
1000,0.5,0.4,5,"Uniform",0,0
1000,0.5,0.4,5,"Central",0.0928,0.0041033683724472
1000,0.5,0.4,5,"Tail",0.0666,0.00352603006226549
1000,0.5,0.4,8,"Uniform",0,0
1000,0.5,0.4,8,"Central",0.0796,0.00382789341544406
1000,0.5,0.4,8,"Tail",0.0594,0.00334280241713446
1000,0.75,0.05,1,"Uniform",0,0
1000,0.75,0.05,1,"Central",0.0088,0.00132079975772257
1000,0.75,0.05,1,"Tail",0.178,0.0054095471159793
1000,0.75,0.05,2,"Uniform",0,0
1000,0.75,0.05,2,"Central",0.0104,0.00143470136265357
1000,0.75,0.05,2,"Tail",0.165,0.00524928566568824
1000,0.75,0.05,3,"Uniform",0,0
1000,0.75,0.05,3,"Central",0.0116,0.00151429455523026
1000,0.75,0.05,3,"Tail",0.1554,0.00512349177807479
1000,0.75,0.05,5,"Uniform",0,0
1000,0.75,0.05,5,"Central",0.0122,0.00155249218999646
1000,0.75,0.05,5,"Tail",0.147,0.00500781389430558
1000,0.75,0.05,8,"Uniform",0,0
1000,0.75,0.05,8,"Central",0.0126,0.00157741814367656
1000,0.75,0.05,8,"Tail",0.1676,0.00528223891924627
1000,0.75,0.1,1,"Uniform",0,0
1000,0.75,0.1,1,"Central",0,0
1000,0.75,0.1,1,"Tail",0.5146,0.00706805263138299
1000,0.75,0.1,2,"Uniform",0,0
1000,0.75,0.1,2,"Central",0,0
1000,0.75,0.1,2,"Tail",0.5338,0.00705489277026944
1000,0.75,0.1,3,"Uniform",0,0
1000,0.75,0.1,3,"Central",4e-04,0.000282786138274138
1000,0.75,0.1,3,"Tail",0.5222,0.00706409456335347
1000,0.75,0.1,5,"Uniform",0,0
1000,0.75,0.1,5,"Central",0,0
1000,0.75,0.1,5,"Tail",0.5426,0.00704535648494808
1000,0.75,0.1,8,"Uniform",0,0
1000,0.75,0.1,8,"Central",0,0
1000,0.75,0.1,8,"Tail",0.5688,0.00700380696478708
1000,0.75,0.2,1,"Uniform",0,0
1000,0.75,0.2,1,"Central",0,0
1000,0.75,0.2,1,"Tail",0.9984,0.00056523269544499
1000,0.75,0.2,2,"Uniform",0,0
1000,0.75,0.2,2,"Central",0,0
1000,0.75,0.2,2,"Tail",0.9988,0.000489603921552918
1000,0.75,0.2,3,"Uniform",0,0
1000,0.75,0.2,3,"Central",0,0
1000,0.75,0.2,3,"Tail",0.9994,0.000346306222872199
1000,0.75,0.2,5,"Uniform",0,0
1000,0.75,0.2,5,"Central",0,0
1000,0.75,0.2,5,"Tail",0.9996,0.000282786138274123
1000,0.75,0.2,8,"Uniform",0,0
1000,0.75,0.2,8,"Central",0,0
1000,0.75,0.2,8,"Tail",0.9994,0.000346306222872199
1000,0.75,0.4,1,"Uniform",0,0
1000,0.75,0.4,1,"Central",0.988,0.00153987012439361
1000,0.75,0.4,1,"Tail",0,0
1000,0.75,0.4,2,"Uniform",0,0
1000,0.75,0.4,2,"Central",0.9792,0.00201828441999635
1000,0.75,0.4,2,"Tail",0,0
1000,0.75,0.4,3,"Uniform",0,0
1000,0.75,0.4,3,"Central",0.9672,0.00251889499582655
1000,0.75,0.4,3,"Tail",0,0
1000,0.75,0.4,5,"Uniform",0,0
1000,0.75,0.4,5,"Central",0.9224,0.00378360251612137
1000,0.75,0.4,5,"Tail",0,0
1000,0.75,0.4,8,"Uniform",0,0
1000,0.75,0.4,8,"Central",0.8362,0.00523391937270723
1000,0.75,0.4,8,"Tail",0,0
